row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,gaussian_process,1,bucketed,none,64,512,3,27,3.6414811462163925,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,gaussian_process,1,bucketed,none,64,512,3,28,3.662728115916252,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,gaussian_process,1,bucketed,none,64,512,3,29,3.637047201395035,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,0,3.5632552206516266,3.9854953438043594,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,1,3.6346604600548744,3.9335702136158943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,2,3.596666894853115,3.817336581647396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,3,3.6666589230298996,3.873087927699089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,4,3.6682620272040367,3.8131263852119446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,5,3.8133191987872124,3.985948368906975,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,6,3.7122094705700874,4.005892664194107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,7,4.016896985471249,3.9767238721251488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,8,4.665899619460106,4.242081694304943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,9,3.648044541478157,3.831130214035511,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,10,3.6445174366235733,3.8417512699961662,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,11,3.641012765467167,3.8188169673085213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,12,3.601620391011238,3.8382358625531197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,13,3.6600909531116486,3.8951331079006195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,14,3.752739779651165,3.8323397040367126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,15,3.851771079003811,3.8603706806898117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,16,4.418177507817745,4.0760857462883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,17,3.8666463643312454,3.897144816815853,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,18,3.963340789079666,3.961218498647213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,19,4.1129394844174385,4.163493111729622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,20,4.113682799041271,4.129930198192596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,21,3.797903724014759,4.655446745455265,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,22,3.9050577133893967,4.1106676533818245,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,23,4.249976083636284,4.056847229599953,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,24,4.038517944514751,3.952895648777485,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,25,4.020332559943199,4.09684419631958,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,26,3.9713271036744118,3.9382262974977493,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,27,3.9436332881450653,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,28,3.8486393243074417,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,gaussian_process,1,bucketed,none,128,512,3,29,3.8379367664456367,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,0,4.249235861003399,3.9854953438043594,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,1,4.106804005801678,3.9335702136158943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,2,4.217203237116337,3.817336581647396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,3,4.0920166075229645,3.873087927699089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,4,3.8576281368732452,3.8131263852119446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,5,3.7906529083848,3.985948368906975,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,6,3.746979795396328,4.005892664194107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,7,3.748417243361473,3.9767238721251488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,8,3.9808730483055115,4.242081694304943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,9,3.985480412840843,3.831130214035511,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,10,3.861412674188614,3.8417512699961662,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,11,3.7003447338938713,3.8188169673085213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,12,3.747055821120739,3.8382358625531197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,13,3.826118618249893,3.8951331079006195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,14,3.904134549200535,3.8323397040367126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,15,3.934757389128208,3.8603706806898117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,16,3.891728512942791,4.0760857462883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,17,4.160860814154148,3.897144816815853,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,18,3.89752896130085,3.961218498647213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,19,3.9076375514268875,4.163493111729622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,20,4.503135107457638,4.129930198192596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,21,3.7558602765202522,4.655446745455265,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,22,3.8901482224464417,4.1106676533818245,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,23,3.857524409890175,4.056847229599953,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,24,3.9039188027381897,3.952895648777485,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,25,3.9617418199777603,4.09684419631958,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,26,3.93160530179739,3.9382262974977493,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,27,3.6452969908714294,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,28,3.7375249341130257,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,gaussian_process,1,bucketed,history,64,512,3,29,3.8276369720697403,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,0,3.573215901851654,3.9854953438043594,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,1,3.6634594798088074,3.9335702136158943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,2,3.5139504447579384,3.817336581647396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,3,3.676453873515129,3.873087927699089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,4,3.6163131669163704,3.8131263852119446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,5,3.686234250664711,3.985948368906975,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,6,3.8951791748404503,4.005892664194107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,7,3.8241968750953674,3.9767238721251488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,8,3.8368084356188774,4.242081694304943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,9,4.05926338583231,3.831130214035511,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,10,3.902223937213421,3.8417512699961662,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,11,4.086105860769749,3.8188169673085213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,12,3.842339873313904,3.8382358625531197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,13,4.181663975119591,3.8951331079006195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,14,4.042561784386635,3.8323397040367126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,15,3.909111127257347,3.8603706806898117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,16,3.866249106824398,4.0760857462883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,17,4.0747247487306595,3.897144816815853,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,18,4.219424940645695,3.961218498647213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,19,4.089681968092918,4.163493111729622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,20,4.306405872106552,4.129930198192596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,21,4.060426153242588,4.655446745455265,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,22,3.9358905106782913,4.1106676533818245,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,23,3.7210941463708878,4.056847229599953,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,24,3.9950031042099,3.952895648777485,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,25,3.91021491587162,4.09684419631958,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,26,3.766380660235882,3.9382262974977493,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,27,3.658740319311619,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,28,3.966834343969822,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,gaussian_process,1,bucketed,history,128,512,3,29,3.849252313375473,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,0,3.9021164625883102,3.9854953438043594,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,1,3.9772437438368797,3.9335702136158943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,2,4.041296057403088,3.817336581647396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,3,3.9243817552924156,3.873087927699089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,4,3.9162485525012016,3.8131263852119446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,5,3.9629425033926964,3.985948368906975,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,6,3.9466954469680786,4.005892664194107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,7,3.9878885746002197,3.9767238721251488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,8,4.049885742366314,4.242081694304943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,9,4.0869047194719315,3.831130214035511,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,10,4.141077607870102,3.8417512699961662,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,11,4.134693488478661,3.8188169673085213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,12,3.9301993250846863,3.8382358625531197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,13,4.058605521917343,3.8951331079006195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,14,3.9851331412792206,3.8323397040367126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,15,3.908746026456356,3.8603706806898117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,16,4.250138886272907,4.0760857462883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,17,4.163554519414902,3.897144816815853,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,18,3.84915928542614,3.961218498647213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,19,3.8715713173151016,4.163493111729622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,20,4.0197639092803,4.129930198192596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,21,4.079954192042351,4.655446745455265,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,22,4.013424381613731,4.1106676533818245,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,23,3.862414948642254,4.056847229599953,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,24,3.922893762588501,3.952895648777485,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,25,4.234194651246071,4.09684419631958,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,26,4.339128017425537,3.9382262974977493,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,27,3.91002506762743,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,28,4.225985944271088,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,gaussian_process,1,bucketed,last_depth,64,512,3,29,4.31086553633213,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,0,3.8046214058995247,3.9854953438043594,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,1,4.520356751978397,3.9335702136158943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,2,5.3058013170957565,3.817336581647396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,3,5.247922897338867,3.873087927699089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,4,4.3755519688129425,3.8131263852119446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,5,3.8647279515862465,3.985948368906975,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,6,3.802014395594597,4.005892664194107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,7,3.9108872786164284,3.9767238721251488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,8,3.953899160027504,4.242081694304943,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,9,3.9506965428590775,3.831130214035511,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,10,3.7364316284656525,3.8417512699961662,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,11,3.763784557580948,3.8188169673085213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,12,3.6950769424438477,3.8382358625531197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,13,3.703618608415127,3.8951331079006195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,14,3.616207018494606,3.8323397040367126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,15,3.8550241738557816,3.8603706806898117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,16,3.8173333555459976,4.0760857462883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,17,3.802665762603283,3.897144816815853,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,18,3.9200362786650658,3.961218498647213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,19,3.784386806190014,4.163493111729622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,20,4.151970759034157,4.129930198192596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,21,3.8907600045204163,4.655446745455265,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,22,3.7291722893714905,4.1106676533818245,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,23,3.754265680909157,4.056847229599953,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,24,3.7847860157489777,3.952895648777485,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,25,3.8254732191562653,4.09684419631958,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,26,3.8792083635926247,3.9382262974977493,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,27,3.6215515583753586,3.8831521943211555,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,28,3.6204083412885666,3.9136889651417732,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,gaussian_process,1,bucketed,last_depth,128,512,3,29,3.716520994901657,4.029891103506088,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,0,3.8564752861857414,3.8564752861857414,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,1,4.059087254106998,4.059087254106998,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,2,4.002270199358463,4.002270199358463,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,3,4.006405018270016,4.006405018270016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,4,3.8300057873129845,3.8300057873129845,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,5,3.767835356295109,3.767835356295109,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,6,3.9844108894467354,3.9844108894467354,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,7,4.097555339336395,4.097555339336395,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,8,3.743784584105015,3.743784584105015,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,9,3.885518506169319,3.885518506169319,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,10,4.017082877457142,4.017082877457142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,11,3.9708704724907875,3.9708704724907875,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,12,3.8034128323197365,3.8034128323197365,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,13,3.8487339839339256,3.8487339839339256,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,14,4.1693411991000175,4.1693411991000175,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,15,4.416634485125542,4.416634485125542,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,16,4.408651068806648,4.408651068806648,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,17,4.079533018171787,4.079533018171787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,18,4.093519061803818,4.093519061803818,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,19,4.130339130759239,4.130339130759239,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,20,4.425175420939922,4.425175420939922,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,21,4.344083346426487,4.344083346426487,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,22,4.446376897394657,4.446376897394657,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,23,4.7247971668839455,4.7247971668839455,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,24,4.83482750505209,4.83482750505209,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,25,5.068181894719601,5.068181894719601,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,26,4.435545824468136,4.435545824468136,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,27,4.348314814269543,4.348314814269543,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,28,4.032675184309483,4.032675184309483,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,gaussian_process,2,monolithic,monolithic,0,512,3,29,4.43180526047945,4.43180526047945,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,0,4.4426379352808,3.8564752861857414,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,1,4.312651991844177,4.059087254106998,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,2,4.272629372775555,4.002270199358463,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,3,4.187954969704151,4.006405018270016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,4,4.203715153038502,3.8300057873129845,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,5,4.595303803682327,3.767835356295109,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,gaussian_process,2,bucketed,none,64,512,3,6,4.585040047764778,3.9844108894467354,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
