row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,hierarchical_logistic,1,bucketed,none,64,512,8,3,0.41297681629657745,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,4,0.4037354737520218,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,5,0.4186585918068886,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,6,0.4378543496131897,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,7,0.42454687505960464,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,8,0.44527914375066757,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,9,0.4279540702700615,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,10,0.40826865285634995,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,11,0.41551388055086136,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,12,0.4077550992369652,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,13,0.4060441628098488,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,14,0.400480292737484,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,15,0.4168762192130089,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,16,0.417224183678627,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,17,0.42794470489025116,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,18,0.4257359951734543,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,19,0.4091717600822449,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,20,0.42090315371751785,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,21,0.40811895579099655,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,22,0.4038796126842499,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,23,0.4087338373064995,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,24,0.40124189853668213,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,25,0.42517484724521637,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,26,0.40560832619667053,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,27,0.4062415808439255,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,28,0.40369027107954025,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,29,0.40329430252313614,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,0,0.4395853504538536,0.35250773280858994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,1,0.4536649286746979,0.350901760160923,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,2,0.43924110382795334,0.35370873659849167,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,3,0.4446161314845085,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,4,0.4404357820749283,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,5,0.4382430985569954,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,6,0.4545268639922142,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,7,0.44065292179584503,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,8,0.44178932160139084,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,9,0.47896608710289,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,10,0.45990458875894547,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,11,0.45898178964853287,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,12,0.46842099726200104,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,13,0.5084109231829643,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,14,0.4591637849807739,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,15,0.44861114025115967,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,16,0.4539995938539505,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,17,0.460605725646019,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,18,0.4520547166466713,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,19,0.45399703085422516,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,20,0.4774515703320503,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,21,0.468060240149498,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,22,0.468660444021225,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,23,0.4741418957710266,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,24,0.5018596425652504,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,25,0.4752805754542351,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,26,0.6075536534190178,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,27,0.4516203850507736,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,28,0.4425402581691742,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,29,0.43721070885658264,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,0,0.4235648140311241,0.35250773280858994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,1,0.4129941016435623,0.350901760160923,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,2,0.4189954623579979,0.35370873659849167,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,3,0.40439220517873764,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,4,0.40006962418556213,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,5,0.41638151556253433,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,6,0.4125414043664932,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,7,0.42763955146074295,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,8,0.4045525789260864,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,9,0.41100845485925674,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,10,0.3982038348913193,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,11,0.40256037563085556,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,12,0.41563718765974045,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,13,0.4151334688067436,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,14,0.39858081191778183,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,15,0.39278407394886017,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,16,0.4072881117463112,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,17,0.40841328352689743,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,18,0.40766792744398117,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,19,0.4060525521636009,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,20,0.4010002762079239,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,21,0.3976418301463127,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,22,0.4071289002895355,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,23,0.4007628709077835,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,24,0.4336123839020729,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,25,0.4242020323872566,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,26,0.41621484607458115,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,27,0.4280181974172592,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,28,0.4105532169342041,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,29,0.41906800866127014,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,0,0.46516893059015274,0.35250773280858994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,1,0.43674956262111664,0.350901760160923,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,2,0.4382448047399521,0.35370873659849167,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,3,0.43410222232341766,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,4,0.4456235095858574,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,5,0.4690786302089691,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,6,0.4445694088935852,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,7,0.44445188343524933,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,8,0.4606107100844383,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,9,0.45468028634786606,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,10,0.4564760997891426,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,11,0.45756930112838745,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,12,0.4369964599609375,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,13,0.4412541687488556,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,14,0.441319964826107,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,15,0.43336374312639236,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,16,0.44570354372262955,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,17,0.4339951425790787,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,18,0.44312072545289993,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,19,0.43842054158449173,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,20,0.436380572617054,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,21,0.44622235000133514,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,22,0.4319550096988678,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,23,0.4601869508624077,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,24,0.43341412395238876,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,25,0.43247243016958237,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,26,0.4307505562901497,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,27,0.43739408254623413,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,28,0.4386831000447273,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,29,0.43557292968034744,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,0,0.39789262413978577,0.35250773280858994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,1,0.39730385690927505,0.350901760160923,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,2,0.39135781675577164,0.35370873659849167,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,3,0.4088510051369667,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,4,0.3945249170064926,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,5,0.4008701518177986,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,6,0.40694504976272583,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,7,0.40336259454488754,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,8,0.4216584414243698,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,9,0.41562122106552124,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,10,0.4078439995646477,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,11,0.41533344984054565,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,12,0.4270119071006775,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,13,0.41492222994565964,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,14,0.3997759148478508,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,15,0.4052058383822441,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,16,0.41576026380062103,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,17,0.41951948404312134,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,18,0.4755815342068672,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,19,0.5187208950519562,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,20,0.5479411408305168,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,21,0.589168444275856,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,22,0.5365263968706131,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,23,0.5292495563626289,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,24,0.5593100860714912,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,25,0.5143595263361931,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,26,0.5195597857236862,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,27,0.5093432515859604,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,28,0.55018050968647,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,29,0.6200480982661247,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,0,0.5803999379277229,0.35250773280858994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,1,0.610963337123394,0.350901760160923,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,2,0.6220580711960793,0.35370873659849167,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,3,0.7621181011199951,0.3534446880221367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,4,0.6146152168512344,0.36648109555244446,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,5,0.5835701450705528,0.35513564199209213,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,6,0.5891017913818359,0.3501540943980217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,7,0.5795570388436317,0.35789864510297775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,8,0.5767047107219696,0.35319850593805313,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,9,0.5409129858016968,0.3478125035762787,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,10,0.675178162753582,0.3896849974989891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,11,0.6029345840215683,0.39572878926992416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,12,0.573747806251049,0.35586439073085785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,13,0.5627368092536926,0.36529791355133057,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,14,0.5684766918420792,0.3476470708847046,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,15,0.6214515343308449,0.3534819632768631,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,16,0.6574536710977554,0.34785670787096024,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,17,0.7285528108477592,0.3558431938290596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,18,0.6797861233353615,0.3678582087159157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,19,0.6015798002481461,0.353871151804924,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,20,0.6728886365890503,0.34846635162830353,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,21,0.6064662858843803,0.3553795889019966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,22,0.592626228928566,0.35892990231513977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,23,0.6244063749909401,0.3761371374130249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,24,0.6484678611159325,0.355853796005249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,25,0.5684894248843193,0.352105550467968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,26,0.5615374892950058,0.37047508358955383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,27,0.6225119903683662,0.3695678114891052,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,28,0.5709171816706657,0.3532348796725273,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,29,0.5935836061835289,0.35459595918655396,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,0,0.48425111919641495,0.48425111919641495,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,1,0.4585798978805542,0.4585798978805542,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,2,0.4896583780646324,0.4896583780646324,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,3,0.47176113724708557,0.47176113724708557,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
