benchmark,model,seed,scheduler_mode,scheduler_label,is_analysis_upper_bound,bucket_size,speedup,realized_depth_mean,realized_depth_std,realized_depth_cv,realized_depth_gini,realized_depth_range,bucket_max_over_global_max
oracle_gap,funnel,0,monolithic,monolithic,False,0,1.0,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,1.0
oracle_gap,funnel,0,history,history,False,64,1.1725559558317245,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,7.283333333333333
oracle_gap,funnel,0,history,history,False,128,1.2856456988099518,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,3.716666666666667
oracle_gap,funnel,0,oracle_previous,oracle_previous,False,64,1.0805018082095752,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,7.283333333333333
oracle_gap,funnel,0,oracle_previous,oracle_previous,False,128,1.179167849775712,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,3.716666666666667
oracle_gap,funnel,0,oracle_current,oracle_current (analysis-only upper bound),True,64,1.8330309475832272,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,6.4
oracle_gap,funnel,0,oracle_current,oracle_current (analysis-only upper bound),True,128,1.7119507588840488,5.812744140625,0.6054308971754995,0.10415577953004519,0.047872429802391245,3.5,3.316666666666667
