row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,7,0.46780967712402344,0.38334309309720993,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,8,0.4993862360715866,0.3394717425107956,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,9,0.47212281823158264,0.37297769635915756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,10,0.41607899963855743,0.34605366736650467,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,11,0.5416923835873604,0.42808888107538223,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,12,0.45645660161972046,0.4287589490413666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,13,0.40960693359375,0.420529380440712,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,14,0.5485382601618767,0.4115296006202698,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,15,0.411371611058712,0.3401256948709488,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,16,0.45024458318948746,0.42289555817842484,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,17,0.5121700018644333,0.3769807815551758,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,18,0.4663126692175865,0.38544071465730667,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,19,0.44305723160505295,0.3453206568956375,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,20,0.47666334360837936,0.3646005839109421,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,21,0.509979747235775,0.32939979434013367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,22,0.4532829821109772,0.32387368381023407,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,23,0.4902542307972908,0.4330030307173729,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,24,0.6168747097253799,0.32279250025749207,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,eight_schools_noncentered,0,bucketed,last_depth,64,512,10,25,0.5711321234703064,0.37614551186561584,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
