step,chain,dim_0,dim_1,dim_2,dim_3
1,0,0.23101942241191864,0.09630919247865677,-0.06037207320332527,0.08746464550495148
1,1,0.0008272528648376465,-0.18231573700904846,0.04495201259851456,0.006858553737401962
1,2,-0.12759214639663696,0.15109388530254364,-0.08648166060447693,-0.008827466517686844
1,3,0.07006005942821503,0.2959919273853302,0.10172741115093231,-0.17241571843624115
