benchmark,model,model_family,parameterization,seed,method,predictor,bucket_size,num_chains,dimension,num_steps,step_size,max_tree_depth,predictor_beta,baseline_type,time_seconds,speedup_vs_monolithic,speedup,speedup_unprofiled_vs_monolithic,speedup_profiled_vs_monolithic,t_mono,t_bucket,mono_total_leapfrog_count,mono_divergence_count,mono_max_realized_tree_depth,method_total_leapfrog_count,method_divergence_count,method_max_realized_tree_depth,bucket_total_leapfrog_count,bucket_divergence_count,bucket_max_realized_tree_depth,bucket_num_buckets,bucket_padding_count,bucket_padding_ratio,timing_unprofiled_warm_iteration_seconds,timing_profiled_warm_iteration_seconds,timing_ready_tree_block_seconds,timing_component_jit_measurement_overhead_seconds,timing_component_jit_measurement_overhead_ratio,timing_repeated_planning_seconds,timing_small_cpu_fixed_overhead_seconds,diagnostic_primary_overhead,diagnostic_conclusion,equivalence_passed,positions_allclose,float_metrics_within_tolerance,discrete_metrics_exact,final_rng_keys_equal,max_position_delta,metric_max_abs_delta,realized_depth_std,realized_depth_range,timing_breakdown_enabled,timing_cold_run_seconds,timing_cold_compile_seconds,timing_warm_iteration_seconds,timing_planner_seconds,timing_executor_seconds,timing_gather_seconds,timing_scatter_seconds,timing_hvp_seconds,timing_total_profiled_seconds,timing_unattributed_seconds,timing_profiler_marker_count,homogeneous_control_type
homogeneous_negative_control,funnel,negative_control,,0,monolithic,monolithic,0,256,128,8,0.03,5,0.9,nuts_reference,0.18278201669454575,1.0,1.0,1.0,1.0,0.18278201669454575,0.18278201669454575,5881,0,5,5881,0,5,5881,0,5,,0,0.0,0.18278201669454575,0.18278201669454575,3.615766763687134e-05,0.0,0.0,0.0,0.0,none,monolithic reference row,True,True,True,True,True,0.0,0.0,1.0518697893327564,4,True,3.386148653924465,3.2033666372299194,0.18278201669454575,0.0,0.18278201669454575,0.0,0.0,0.0,0.18278201669454575,0.0,0,
homogeneous_negative_control,funnel,negative_control,,0,bucketed,none,256,256,128,8,0.03,5,0.9,bucketed_nuts_homogeneous_negative_control,0.2333359643816948,0.7833426672090202,0.7833426672090202,0.7833426672090202,0.6942107597999106,0.18278201669454575,0.2333359643816948,5881,0,5,5881,0,5,5881,0,5,1,0,0.0,0.2333359643816948,0.2632947042584419,0.00016708672046661377,0.02995873987674713,0.12839315172066718,0.04045489430427551,0.13713069260120392,executor,production no-padding one-bucket slowdown is bounded; profiled unattributed time is reported as small-CPU fixed overhead from repeated planning plus component timing/blocking and is separated from the executor component,True,True,True,True,True,0.0,0.0,1.0518697893327564,4,True,2.3114815428853035,2.0481868386268616,0.2632947042584419,0.04045489430427551,0.14630339294672012,0.0021160319447517395,0.007703326642513275,0.0,0.19657764583826065,0.06671705842018127,0,single_bucket_no_padding_uniform_prediction
