row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,23,0.31472764909267426,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,24,0.2499176412820816,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,25,0.2644689232110977,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,26,0.2832917869091034,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,27,0.2703801691532135,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,28,0.24703408777713776,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
7,stochastic_volatility,1,monolithic,monolithic,0,512,6,29,0.2610582709312439,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,0,0.38867122679948807,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,1,0.39479050040245056,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,2,0.48873163014650345,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,3,0.38386595994234085,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,4,0.44291453808546066,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,5,0.44451139122247696,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,6,0.4657959043979645,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,7,0.43569081276655197,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,8,0.47494349628686905,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,9,0.5464161932468414,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,10,0.49572135508060455,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,11,0.49142978340387344,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,12,0.4546133950352669,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,13,0.46666810661554337,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,14,0.550307609140873,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,15,0.523508831858635,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,16,0.5019272416830063,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,17,0.5115395039319992,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,18,0.4419994503259659,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,19,0.44376784563064575,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,20,0.4323292672634125,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,21,0.5016472935676575,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,22,0.4611499607563019,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,23,0.45304954051971436,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,24,0.4732677713036537,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,25,0.5090437531471252,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,26,0.42607906460762024,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,27,0.5114169865846634,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,28,0.4065682962536812,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,stochastic_volatility,1,bucketed,none,64,512,6,29,0.36823686212301254,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,0,0.4022444859147072,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,1,0.33815426379442215,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,2,0.38894835114479065,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,3,0.3388862907886505,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,4,0.3549795374274254,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,5,0.36597299575805664,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,6,0.3555237427353859,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,7,0.4066048562526703,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,8,0.3499029502272606,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,9,0.42707841843366623,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,10,0.46384820342063904,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,11,0.4090609550476074,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,12,0.3530004248023033,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,13,0.3739033117890358,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,14,0.3630439043045044,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,15,0.4018288552761078,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,16,0.35234540700912476,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,17,0.3538545146584511,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,18,0.3728431537747383,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,19,0.39830417931079865,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,20,0.4002366289496422,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,21,0.45799609273672104,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,22,0.39758310467004776,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,23,0.36743029952049255,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,24,0.34192776679992676,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,25,0.3553892895579338,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,26,0.3953702449798584,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,27,0.39523111283779144,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,28,0.35398873686790466,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,stochastic_volatility,1,bucketed,none,128,512,6,29,0.35216180235147476,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,0,0.43746965378522873,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,1,0.4636763781309128,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,2,0.48857030272483826,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,3,0.4668654277920723,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,4,0.5082533285021782,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,5,0.4371160417795181,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,6,0.43859799206256866,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,7,0.5656037852168083,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,8,0.41469021141529083,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,9,0.42754771560430527,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,10,0.4809592217206955,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,11,0.3915153667330742,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,12,0.44332537800073624,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,13,0.4692881479859352,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,14,0.42776111513376236,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,15,0.45288722962141037,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,16,0.4596788138151169,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,17,0.4326140731573105,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,18,0.42315737903118134,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,19,0.42422471940517426,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,20,0.4126777797937393,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,21,0.45904695987701416,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,22,0.48605308681726456,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,23,0.5271718576550484,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,24,0.44023048877716064,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,25,0.49416808784008026,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,26,0.5429245159029961,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,27,0.500753216445446,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,28,0.46320828795433044,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,stochastic_volatility,1,bucketed,history,64,512,6,29,0.487445130944252,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,0,0.36541545391082764,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,1,0.40633808076381683,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,2,0.3983730524778366,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,3,0.35305196046829224,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,4,0.4604780152440071,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,5,0.41335176676511765,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,6,0.3927535116672516,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,7,0.41508178412914276,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,8,0.3427926376461983,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,9,0.42950867861509323,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,10,0.35485271364450455,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,11,0.42122960090637207,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,12,0.4191541448235512,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,13,0.36508365720510483,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,14,0.3519277423620224,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,15,0.38231494277715683,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,16,0.39320869743824005,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,17,0.35454750061035156,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,18,0.3405931070446968,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,19,0.3503902107477188,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,20,0.3683139309287071,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,21,0.3567425161600113,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,22,0.4252462610602379,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,23,0.4116322472691536,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,24,0.3654530644416809,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,25,0.3808295726776123,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,26,0.37522754073143005,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,27,0.3628910332918167,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,28,0.36134976893663406,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,stochastic_volatility,1,bucketed,history,128,512,6,29,0.38986700028181076,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,0,0.3984586149454117,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,1,0.5405618771910667,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,2,0.5604643151164055,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,3,0.4798216372728348,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,4,0.3905135542154312,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,5,0.49021896719932556,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,6,0.46340706944465637,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,7,0.42628923058509827,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,8,0.38423697650432587,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,9,0.43232255429029465,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,10,0.4297879710793495,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,11,0.4392804726958275,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,12,0.5019237175583839,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,13,0.4865494444966316,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,14,0.4713103398680687,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,15,0.45359056442976,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,16,0.43744469434022903,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,17,0.45230159908533096,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,18,0.484982468187809,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,19,0.42487792670726776,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,20,0.544339619576931,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,21,0.4274776354432106,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,22,0.5071386024355888,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,23,0.5012950450181961,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,24,0.5439517796039581,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,25,0.48532161116600037,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,26,0.4823059067130089,0.2832917869091034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,27,0.4685794860124588,0.2703801691532135,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,28,0.4370890483260155,0.24703408777713776,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,stochastic_volatility,1,bucketed,last_depth,64,512,6,29,0.45751263201236725,0.2610582709312439,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,0,0.3756343647837639,0.2573527917265892,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,1,0.41566313803195953,0.25874411314725876,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,2,0.46500061452388763,0.307544007897377,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,3,0.40330084413290024,0.3364066705107689,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,4,0.4347466379404068,0.2916538789868355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,5,0.46200454980134964,0.27698221057653427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,6,0.3988189101219177,0.3664809688925743,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,7,0.41563819348812103,0.35872478783130646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,8,0.36627131700515747,0.3165968507528305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,9,0.4143240228295326,0.30530184507369995,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,10,0.38696563243865967,0.27937178313732147,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,11,0.340944342315197,0.2694285735487938,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,12,0.4373415783047676,0.23735716938972473,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,13,0.46276596188545227,0.23446124792099,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,14,0.4711252972483635,0.23834041506052017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,15,0.4315802678465843,0.2568281218409538,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,16,0.4418264925479889,0.25368738174438477,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,17,0.4243912026286125,0.24244928359985352,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,18,0.38844751566648483,0.32148123532533646,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,19,0.40479543805122375,0.26159391552209854,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,20,0.35761139541864395,0.27100756019353867,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,21,0.36893341690301895,0.26849575340747833,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,22,0.35575249046087265,0.2559625580906868,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,23,0.3521667569875717,0.31472764909267426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,24,0.408749595284462,0.2499176412820816,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,stochastic_volatility,1,bucketed,last_depth,128,512,6,25,0.39961718767881393,0.2644689232110977,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
