benchmark,model,seed,scheduler_mode,scheduler_label,is_analysis_upper_bound,bucket_size,speedup,realized_depth_mean,realized_depth_std,realized_depth_cv,realized_depth_gini,realized_depth_range,bucket_max_over_global_max
oracle_gap,funnel,0,monolithic,monolithic,False,0,1.0,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.0
oracle_gap,funnel,0,unsorted,unsorted,False,2,0.633065488874176,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.75
oracle_gap,funnel,0,random,random,False,2,0.6258872716197169,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
oracle_gap,funnel,0,history,history,False,2,0.7249348362332433,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
oracle_gap,funnel,0,hvp,hvp,False,2,0.25863495910502593,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
oracle_gap,funnel,0,hybrid,hybrid,False,2,0.26519071266674954,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
oracle_gap,funnel,0,oracle_previous,oracle_previous,False,2,0.6783105930881403,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
oracle_gap,funnel,0,oracle_current,oracle_current (analysis-only upper bound),True,2,0.6972819887503442,1.375,0.4841229182759271,0.35208939510976517,0.15833333333333333,1.0,1.5
