row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
1,gaussian_process,0,bucketed,history,64,128,3,6,1.176476962864399,1.0230106189846992,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,7,1.3089714273810387,1.0938792899250984,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,8,1.3602247834205627,1.0243771597743034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,9,1.2547103315591812,1.0472275987267494,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,10,1.2067804038524628,1.0544482320547104,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,11,1.294871747493744,1.0377947390079498,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,12,1.227970264852047,0.98672104626894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,13,1.1309749260544777,1.0277208164334297,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,14,1.1812576651573181,1.0386746749281883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,15,1.182336613535881,1.0372570976614952,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,16,1.2617151960730553,1.0394825786352158,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,17,1.2077286466956139,1.0714431405067444,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,18,1.321530058979988,1.062656246125698,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,19,1.4298381358385086,1.0656060501933098,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,20,1.5469400063157082,1.0582561045885086,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,21,1.2927188873291016,1.0972871333360672,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,22,1.3930041566491127,1.079990066587925,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,23,1.3656847774982452,1.1940142959356308,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,24,1.2710202410817146,1.0712562128901482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,25,1.2411196753382683,1.1138983070850372,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,26,1.334302693605423,1.0347821414470673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,27,1.3297044336795807,1.0600034520030022,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,28,1.3622484728693962,1.0947024002671242,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
1,gaussian_process,0,bucketed,history,64,128,3,29,1.3273313641548157,1.1231042593717575,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,0,1.221475526690483,1.006947934627533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,1,1.2590754702687263,1.100159339606762,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,2,1.2108652666211128,1.0573310852050781,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,3,1.2759431302547455,1.012575015425682,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,4,1.2106777280569077,1.0927319824695587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,5,1.254000946879387,1.1541842445731163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,6,1.187825433909893,1.0230106189846992,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,7,1.1661023497581482,1.0938792899250984,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,8,1.1626439541578293,1.0243771597743034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,9,1.183302715420723,1.0472275987267494,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,10,1.157893806695938,1.0544482320547104,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,11,1.1878376230597496,1.0377947390079498,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,12,1.2757493928074837,0.98672104626894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,13,1.2582056298851967,1.0277208164334297,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,14,1.1500576436519623,1.0386746749281883,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,15,1.249813087284565,1.0372570976614952,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,16,1.205716073513031,1.0394825786352158,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,17,1.1912018358707428,1.0714431405067444,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,18,1.1999203488230705,1.062656246125698,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,19,1.1225899383425713,1.0656060501933098,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,20,1.2289908304810524,1.0582561045885086,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,21,1.1960222199559212,1.0972871333360672,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,22,1.1518369913101196,1.079990066587925,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,23,1.139202170073986,1.1940142959356308,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,24,1.1787333264946938,1.0712562128901482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,25,1.201676718890667,1.1138983070850372,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,26,1.1762874275445938,1.0347821414470673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,27,1.1298678144812584,1.0600034520030022,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,28,1.2383807376027107,1.0947024002671242,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
2,gaussian_process,0,bucketed,history,128,128,3,29,1.264136828482151,1.1231042593717575,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,0,1.3580819964408875,1.006947934627533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,1,1.2877803519368172,1.100159339606762,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,gaussian_process,0,bucketed,last_depth,64,128,3,2,1.5660598799586296,1.0573310852050781,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
