model,model_family,parameterization,seed,method,baseline_type,predictor,bucket_size,num_chains,dimension,num_groups,observations_per_group,num_observations,num_features,time_length,kernel,input_dimension,data_seed,jitter,num_steps,step_size,max_tree_depth,hmc_num_leapfrog_steps,independent_baseline_kind,predictor_beta,time_seconds,speedup_vs_monolithic,t_mono,t_bucket,speedup,timing_cold_prime_seconds,timing_warm_repeat_count,timing_warm_min_seconds,timing_warm_q1_seconds,timing_warm_median_seconds,timing_warm_q3_seconds,timing_warm_max_seconds,timing_warm_repeat_seconds_json,mono_warm_repeat_seconds_json,mono_total_leapfrog_count,mono_divergence_count,mono_max_realized_tree_depth,method_total_leapfrog_count,method_divergence_count,method_max_realized_tree_depth,bucket_total_leapfrog_count,bucket_divergence_count,bucket_max_realized_tree_depth,bucket_num_buckets,bucket_padding_count,bucket_padding_ratio,bucket_hvp_overhead_seconds,bucket_hvp_call_count,timing_breakdown_enabled,timing_cold_run_seconds,timing_cold_compile_seconds,timing_warm_iteration_seconds,timing_planner_seconds,timing_executor_seconds,timing_gather_seconds,timing_scatter_seconds,timing_hvp_seconds,timing_total_profiled_seconds,timing_unattributed_seconds,timing_profiler_marker_count
gaussian_process,gaussian_process,log_hyperparameters,0,monolithic,nuts_reference,monolithic,0,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.0591297782957554,1.0,1.0591297782957554,1.0591297782957554,1.0,10.762864284217358,30,0.98672104626894,1.0373915079981089,1.0591297782957554,1.0935924630612135,1.1940142959356308,"[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]","[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]",15905,19,6,15905,19,6,15905,19,6,,0,0.0,0.0,0,False,0.0,0.0,1.0591297782957554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,0,bucketed,bucketed_nuts,history,64,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.266367718577385,0.8363524770558453,1.0591297782957554,1.266367718577385,0.8363524770558453,5.460228353738785,30,1.1309749260544777,1.1884475611150265,1.266367718577385,1.3291111662983894,1.5469400063157082,"[1.17654649913311, 1.2458080351352692, 1.2924950569868088, 1.1530857756733894, 1.1755091398954391, 1.1607708036899567, 1.176476962864399, 1.3089714273810387, 1.3602247834205627, 1.2547103315591812, 1.2067804038524628, 1.294871747493744, 1.227970264852047, 1.1309749260544777, 1.1812576651573181, 1.182336613535881, 1.2617151960730553, 1.2077286466956139, 1.321530058979988, 1.4298381358385086, 1.5469400063157082, 1.2927188873291016, 1.3930041566491127, 1.3656847774982452, 1.2710202410817146, 1.2411196753382683, 1.334302693605423, 1.3297044336795807, 1.3622484728693962, 1.3273313641548157]","[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]",15905,19,6,15905,19,6,15905,19,6,2,0,0.0,0.0,0,False,0.0,0.0,1.266367718577385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,0,bucketed,bucketed_nuts,history,128,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1979712843894958,0.8841028095556596,1.0591297782957554,1.1979712843894958,0.8841028095556596,5.350911974906921,30,1.1225899383425713,1.1686486192047596,1.1979712843894958,1.2360332608222961,1.2759431302547455,"[1.221475526690483, 1.2590754702687263, 1.2108652666211128, 1.2759431302547455, 1.2106777280569077, 1.254000946879387, 1.187825433909893, 1.1661023497581482, 1.1626439541578293, 1.183302715420723, 1.157893806695938, 1.1878376230597496, 1.2757493928074837, 1.2582056298851967, 1.1500576436519623, 1.249813087284565, 1.205716073513031, 1.1912018358707428, 1.1999203488230705, 1.1225899383425713, 1.2289908304810524, 1.1960222199559212, 1.1518369913101196, 1.139202170073986, 1.1787333264946938, 1.201676718890667, 1.1762874275445938, 1.1298678144812584, 1.2383807376027107, 1.264136828482151]","[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]",15905,19,6,15905,19,6,15905,19,6,1,0,0.0,0.0,0,False,0.0,0.0,1.1979712843894958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,0,bucketed,bucketed_nuts,last_depth,64,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.336190152913332,0.7926489923507561,1.0591297782957554,1.336190152913332,0.7926489923507561,1.3921100422739983,30,1.2160805761814117,1.2732957415282726,1.336190152913332,1.3656641654670238,1.5660598799586296,"[1.3580819964408875, 1.2877803519368172, 1.5660598799586296, 1.464492790400982, 1.3727910742163658, 1.4089227840304375, 1.3672754392027855, 1.3728830590844154, 1.263184793293476, 1.2665303274989128, 1.3460264429450035, 1.314262069761753, 1.3578859567642212, 1.3330902233719826, 1.2656613886356354, 1.3046526238322258, 1.3413940519094467, 1.2862999513745308, 1.2160805761814117, 1.2687302827835083, 1.3816861063241959, 1.3564642742276192, 1.3806361332535744, 1.2689610049128532, 1.3336104899644852, 1.3023952767252922, 1.3387698158621788, 1.2528095543384552, 1.2199131920933723, 1.360830344259739]","[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]",15905,19,6,15905,19,6,15905,19,6,2,0,0.0,0.0,0,False,0.0,0.0,1.336190152913332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,0,bucketed,bucketed_nuts,last_depth,128,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.2269191071391106,0.8632433647279316,1.0591297782957554,1.2269191071391106,0.8632433647279316,1.1793957650661469,30,1.0955031141638756,1.1821579858660698,1.2269191071391106,1.2550719790160656,1.4910985976457596,"[1.1844542250037193, 1.1975015178322792, 1.1813925728201866, 1.234760232269764, 1.229101948440075, 1.179271638393402, 1.2061378881335258, 1.1861329898238182, 1.232115887105465, 1.2549463957548141, 1.2874186486005783, 1.2414309084415436, 1.261236883699894, 1.1760209947824478, 1.2551138401031494, 1.3680205792188644, 1.272815153002739, 1.4910985976457596, 1.4378085657954216, 1.3083605989813805, 1.2510100454092026, 1.242755725979805, 1.1955122351646423, 1.1427213102579117, 1.1176098436117172, 1.0955031141638756, 1.1703064814209938, 1.2055053263902664, 1.1813255995512009, 1.2247362658381462]","[1.006947934627533, 1.100159339606762, 1.0573310852050781, 1.012575015425682, 1.0927319824695587, 1.1541842445731163, 1.0230106189846992, 1.0938792899250984, 1.0243771597743034, 1.0472275987267494, 1.0544482320547104, 1.0377947390079498, 0.98672104626894, 1.0277208164334297, 1.0386746749281883, 1.0372570976614952, 1.0394825786352158, 1.0714431405067444, 1.062656246125698, 1.0656060501933098, 1.0582561045885086, 1.0972871333360672, 1.079990066587925, 1.1940142959356308, 1.0712562128901482, 1.1138983070850372, 1.0347821414470673, 1.0600034520030022, 1.0947024002671242, 1.1231042593717575]",15905,19,6,15905,19,6,15905,19,6,1,0,0.0,0.0,0,False,0.0,0.0,1.2269191071391106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,1,monolithic,nuts_reference,monolithic,0,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1508757919073105,1.0,1.1508757919073105,1.1508757919073105,1.0,1.1564027965068817,30,1.0340897962450981,1.0977906584739685,1.1508757919073105,1.240155728533864,2.087653301656246,"[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]","[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]",15774,15,6,15774,15,6,15774,15,6,,0,0.0,0.0,0,False,0.0,0.0,1.1508757919073105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,1,bucketed,bucketed_nuts,history,64,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1677180640399456,0.9855767649304268,1.1508757919073105,1.1677180640399456,0.9855767649304268,1.670533299446106,30,1.0984021797776222,1.1288006212562323,1.1677180640399456,1.2381269969046116,1.4376445934176445,"[1.4376445934176445, 1.2517331689596176, 1.2865190133452415, 1.2574762478470802, 1.3448894917964935, 1.223381131887436, 1.200158677995205, 1.0984021797776222, 1.1690682917833328, 1.1158743798732758, 1.1370238587260246, 1.122609406709671, 1.1715839728713036, 1.2237444445490837, 1.1663678362965584, 1.1347625330090523, 1.1310976594686508, 1.1578577756881714, 1.1123360022902489, 1.215295948088169, 1.359833024442196, 1.2429211810231209, 1.316328078508377, 1.1280349418520927, 1.1056843623518944, 1.131126083433628, 1.099374733865261, 1.1735383495688438, 1.136979267001152, 1.1037693098187447]","[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]",15774,15,6,15774,15,6,15774,15,6,2,0,0.0,0.0,0,False,0.0,0.0,1.1677180640399456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,1,bucketed,bucketed_nuts,history,128,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1511667892336845,0.9997472153217973,1.1508757919073105,1.1511667892336845,0.9997472153217973,1.1597950235009193,30,1.0929460152983665,1.1237633395940065,1.1511667892336845,1.1781791225075722,1.299641601741314,"[1.1500087678432465, 1.1686166524887085, 1.0929460152983665, 1.105380229651928, 1.1352559924125671, 1.1528615429997444, 1.122556708753109, 1.1229311525821686, 1.1209128499031067, 1.249671719968319, 1.1882717907428741, 1.0931667536497116, 1.1544227227568626, 1.115166425704956, 1.163237027823925, 1.1262599006295204, 1.1712206974625587, 1.1716158241033554, 1.2244893684983253, 1.2598233669996262, 1.2801241651177406, 1.1880324557423592, 1.1367930695414543, 1.1523248106241226, 1.299641601741314, 1.1398043856024742, 1.1358864232897758, 1.180366888642311, 1.1191052719950676, 1.1319288089871407]","[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]",15774,15,6,15774,15,6,15774,15,6,1,0,0.0,0.0,0,False,0.0,0.0,1.1511667892336845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,1,bucketed,bucketed_nuts,last_depth,64,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.143467079848051,1.0064791651546663,1.1508757919073105,1.143467079848051,1.0064791651546663,1.1350393071770668,30,1.0580228716135025,1.100372675806284,1.143467079848051,1.166324196383357,1.242622047662735,"[1.1462337449193, 1.119136430323124, 1.0801600888371468, 1.0939160361886024, 1.095466673374176, 1.1494931802153587, 1.0725367963314056, 1.0580228716135025, 1.1095564663410187, 1.143191173672676, 1.1402922496199608, 1.143742986023426, 1.1664167642593384, 1.1837242543697357, 1.242622047662735, 1.228209674358368, 1.166046492755413, 1.2006915733218193, 1.1417338401079178, 1.194130651652813, 1.208571843802929, 1.1454238593578339, 1.2227990180253983, 1.109153188765049, 1.0968174263834953, 1.0868316665291786, 1.1130592003464699, 1.1550297513604164, 1.0974458381533623, 1.144812785089016]","[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]",15774,15,6,15774,15,6,15774,15,6,2,0,0.0,0.0,0,False,0.0,0.0,1.143467079848051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,1,bucketed,bucketed_nuts,last_depth,128,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1435528062283993,1.0064037144931361,1.1508757919073105,1.1435528062283993,1.0064037144931361,1.069159835577011,30,1.0840456783771515,1.1226457096636295,1.1435528062283993,1.1739592645317316,1.281852126121521,"[1.090692512691021, 1.1529415473341942, 1.1476714387536049, 1.1352245062589645, 1.1088110134005547, 1.1422594487667084, 1.0842188894748688, 1.0924364626407623, 1.1159257218241692, 1.1290415599942207, 1.1075609996914864, 1.139455609023571, 1.1205137595534325, 1.1422275602817535, 1.1823315173387527, 1.281852126121521, 1.1987823471426964, 1.1604907512664795, 1.1290426552295685, 1.1448461636900902, 1.1408997252583504, 1.1664465814828873, 1.1529564335942268, 1.1822027564048767, 1.1580585017800331, 1.1764634922146797, 1.0840456783771515, 1.2110310941934586, 1.2246503755450249, 1.184630200266838]","[1.1259062886238098, 1.0621444955468178, 1.125508300960064, 1.09056955575943, 1.0732094049453735, 1.047341838479042, 1.0340897962450981, 1.0698100626468658, 1.1263730078935623, 1.133472204208374, 1.2413197234272957, 1.2272987738251686, 1.0761056244373322, 1.1194539666175842, 1.1493793576955795, 1.1378916278481483, 1.1613123044371605, 1.090009905397892, 1.1523722261190414, 1.236663743853569, 2.087653301656246, 1.8813136368989944, 1.2477427795529366, 1.2342574298381805, 1.2027947306632996, 1.1808379366993904, 1.3956544250249863, 1.419371984899044, 1.3309617936611176, 1.4085945338010788]",15774,15,6,15774,15,6,15774,15,6,1,0,0.0,0.0,0,False,0.0,0.0,1.1435528062283993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,2,monolithic,nuts_reference,monolithic,0,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.0246052220463753,1.0,1.0246052220463753,1.0246052220463753,1.0,1.0211938321590424,30,0.985086090862751,1.0129648428410292,1.0246052220463753,1.038024891167879,1.1947779431939125,"[1.0207152217626572, 1.1947779431939125, 1.0378861874341965, 1.0091447904706001, 1.0288952738046646, 0.985086090862751, 1.0281998217105865, 1.03556227684021, 1.01871819794178, 1.0229145511984825, 0.9944425523281097, 1.075863666832447, 1.026295892894268, 1.0125236213207245, 1.0420474112033844, 1.0344887971878052, 1.0191221609711647, 1.0050941482186317, 1.0380711257457733, 1.027809977531433, 1.059263750910759, 1.0142885074019432, 0.9947870597243309, 1.0151077061891556, 0.9948144182562828, 1.0868781208992004, 1.0705373734235764, 0.9955188259482384, 1.0547012239694595, 1.0209830105304718]","[1.0207152217626572, 1.1947779431939125, 1.0378861874341965, 1.0091447904706001, 1.0288952738046646, 0.985086090862751, 1.0281998217105865, 1.03556227684021, 1.01871819794178, 1.0229145511984825, 0.9944425523281097, 1.075863666832447, 1.026295892894268, 1.0125236213207245, 1.0420474112033844, 1.0344887971878052, 1.0191221609711647, 1.0050941482186317, 1.0380711257457733, 1.027809977531433, 1.059263750910759, 1.0142885074019432, 0.9947870597243309, 1.0151077061891556, 0.9948144182562828, 1.0868781208992004, 1.0705373734235764, 0.9955188259482384, 1.0547012239694595, 1.0209830105304718]",15496,16,5,15496,16,5,15496,16,5,,0,0.0,0.0,0,False,0.0,0.0,1.0246052220463753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gaussian_process,gaussian_process,log_hyperparameters,2,bucketed,bucketed_nuts,history,64,128,3,,,8,,,squared_exponential,1,37,1e-05,16,0.2,8,,,0.9,1.1665374040603638,0.8783303634157246,1.0246052220463753,1.1665374040603638,0.8783303634157246,1.1372885257005692,30,1.090252049267292,1.135039296001196,1.1665374040603638,1.2174172289669514,1.3390139043331146,"[1.1731946617364883, 1.1106963902711868, 1.1405791714787483, 1.1699501425027847, 1.1392418816685677, 1.2776671350002289, 1.1761715710163116, 1.3267270773649216, 1.3390139043331146, 1.303252473473549, 1.2238945588469505, 1.237874113023281, 1.257995031774044, 1.230438008904457, 1.113578625023365, 1.113448590040207, 1.1515924707055092, 1.149255447089672, 1.1631246656179428, 1.1923950165510178, 1.1809106841683388, 1.133638434112072, 1.1470119133591652, 1.178733505308628, 1.1541028246283531, 1.1303762346506119, 1.090252049267292, 1.099719025194645, 1.0934240445494652, 1.1979852393269539]","[1.0207152217626572, 1.1947779431939125, 1.0378861874341965, 1.0091447904706001, 1.0288952738046646, 0.985086090862751, 1.0281998217105865, 1.03556227684021, 1.01871819794178, 1.0229145511984825, 0.9944425523281097, 1.075863666832447, 1.026295892894268, 1.0125236213207245, 1.0420474112033844, 1.0344887971878052, 1.0191221609711647, 1.0050941482186317, 1.0380711257457733, 1.027809977531433, 1.059263750910759, 1.0142885074019432, 0.9947870597243309, 1.0151077061891556, 0.9948144182562828, 1.0868781208992004, 1.0705373734235764, 0.9955188259482384, 1.0547012239694595, 1.0209830105304718]",15496,16,5,15496,16,5,15496,16,5,2,0,0.0,0.0,0,False,0.0,0.0,1.1665374040603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
