row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
5,funnel,0,bucketed,last_depth,64,512,4,7,1.0731857791543007,1.137234017252922,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,8,0.9802545383572578,1.167175978422165,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,9,1.0345829650759697,1.137881062924862,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,10,1.0700997933745384,1.2213558703660965,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,11,1.1348765790462494,1.1488689631223679,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,12,1.15764369815588,1.086995154619217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,13,1.0823389440774918,1.1354252025485039,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,14,1.1498666852712631,1.11166300624609,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,15,1.130623646080494,1.018838256597519,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,16,1.1568294018507004,1.0008684322237968,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,17,1.1449007540941238,1.0653982758522034,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,18,1.0709661543369293,1.0106080323457718,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,19,1.1423968076705933,1.045932061970234,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,20,1.0183179825544357,1.0115579143166542,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,21,1.0117987394332886,1.0051675140857697,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,22,0.9988871291279793,1.0205219611525536,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,23,1.1074179261922836,1.0334468856453896,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,24,1.1425504460930824,1.0451246723532677,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,25,1.1151790991425514,0.999073289334774,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,26,1.139598697423935,1.0261517688632011,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,27,1.2751408591866493,1.024169348180294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,28,1.1773103773593903,1.0385425388813019,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,0,bucketed,last_depth,64,512,4,29,1.1030192002654076,0.9882810711860657,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,0,1.2298723012208939,1.1752708405256271,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,1,1.266099937260151,1.1890087276697159,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,2,1.3485539555549622,1.2606843411922455,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,3,1.5738519057631493,1.1545001938939095,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,4,1.3372219279408455,1.206381805241108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,5,1.0360429137945175,1.260070115327835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,6,1.228363186120987,1.2572556287050247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,7,1.272631861269474,1.137234017252922,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,8,1.227380357682705,1.167175978422165,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,9,1.2063836604356766,1.137881062924862,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,10,1.3306290581822395,1.2213558703660965,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,11,1.2116324082016945,1.1488689631223679,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,funnel,0,bucketed,last_depth,128,512,4,12,1.301146261394024,1.086995154619217,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
