benchmark,model,seed,scheduler_mode,scheduler_label,is_analysis_upper_bound,bucket_size,num_chains,dimension,num_steps,step_size,max_tree_depth,predictor_beta,t_mono,t_mode,speedup,padding_ratio,padding_count,mean_predictor_abs_error,mean_bucket_realized_max,mean_sum_bucket_realized_max,mean_global_realized_max,bucket_max_over_global_max,total_leapfrog_count,divergence_count,max_realized_tree_depth,executed_lane_steps,monolithic_executed_lane_steps,executed_work_ratio,oracle_plan_executed_lane_steps,oracle_plan_executed_work_ratio,hvp_overhead_seconds,hvp_call_count,timing_breakdown_enabled,timing_cold_run_seconds,timing_cold_compile_seconds,timing_warm_iteration_seconds,timing_planner_seconds,timing_executor_seconds,timing_gather_seconds,timing_scatter_seconds,timing_hvp_seconds,timing_total_profiled_seconds,timing_unattributed_seconds,timing_profiler_marker_count,timing_gather_scatter_seconds,timing_non_executor_overhead_seconds,timing_dominant_warm_component,timing_dominant_warm_component_seconds
oracle_gap,funnel,2,history,history,False,128,512,32,16,0.2,8,0.9,0.7484618499875069,0.6928489431738853,1.0802670009986062,0.0,0,1.285886229321477,4.4375,17.75,5.1875,3.4216867469879517,89604,0,6,198656,331776,0.5987654320987654,144384,0.4351851851851852,0.0,0,True,0.7099936008453369,0.01714465767145157,0.6928489431738853,0.06840202957391739,0.5457069650292397,0.003774993121623993,0.01822783052921295,0.0,0.636111818253994,0.05673712491989136,0,0.022002823650836945,0.1471419781446457,executor,0.5457069650292397
oracle_gap,funnel,2,oracle_previous,oracle_previous,False,64,512,32,16,0.2,8,0.9,0.7484618499875069,0.7350260615348816,1.0182793361429507,0.0,0,0.305908203125,4.3671875,34.9375,5.1875,6.734939759036145,89604,0,6,180992,331776,0.5455246913580247,114176,0.3441358024691358,0.0,0,True,0.7842140719294548,0.04918801039457321,0.7350260615348816,0.06533297151327133,0.5452832505106926,0.0034010708332061768,0.019400514662265778,0.0,0.6334178075194359,0.10160825401544571,0,0.022801585495471954,0.189742811024189,executor,0.5452832505106926
oracle_gap,funnel,2,oracle_previous,oracle_previous,False,128,512,32,16,0.2,8,0.9,0.7484618499875069,0.7196759954094887,1.0399983530944912,0.0,0,0.305908203125,4.46875,17.875,5.1875,3.4457831325301207,89604,0,6,200704,331776,0.6049382716049383,144384,0.4351851851851852,0.0,0,True,0.7020685523748398,0.0,0.7196759954094887,0.06503862887620926,0.5270136967301369,0.0035935789346694946,0.025184430181980133,0.0,0.6208303347229958,0.09884566068649292,0,0.028778009116649628,0.1926622986793518,executor,0.5270136967301369
oracle_gap,funnel,2,oracle_current,oracle_current (analysis-only upper bound),True,64,512,32,16,0.2,8,0.9,0.7484618499875069,0.5645450949668884,1.3257786785507462,0.0,0,0.0,3.6171875,28.9375,5.1875,5.578313253012048,89604,0,6,114176,331776,0.3441358024691358,114176,0.3441358024691358,0.0,0,True,0.650141142308712,0.08559604734182358,0.5645450949668884,0.07251423597335815,0.40687763690948486,0.003528311848640442,0.020633570849895477,0.0,0.5035537555813789,0.06099133938550949,0,0.02416188269853592,0.15766745805740356,executor,0.40687763690948486
oracle_gap,funnel,2,oracle_current,oracle_current (analysis-only upper bound),True,128,512,32,16,0.2,8,0.9,0.7484618499875069,0.6528191119432449,1.146507257974667,0.0,0,0.0,3.828125,15.3125,5.1875,2.9518072289156625,89604,0,6,144384,331776,0.4351851851851852,144384,0.4351851851851852,0.0,0,True,0.5507896393537521,0.0,0.6528191119432449,0.07131253927946091,0.43571075052022934,0.004349924623966217,0.01959679275751114,0.0,0.5309700071811676,0.12184910476207733,0,0.023946717381477356,0.2171083614230156,executor,0.43571075052022934
oracle_gap,funnel,3,history,history,False,64,512,32,16,0.2,8,0.9,0.8425289317965508,0.7181319296360016,1.1732230486167103,0.0,0,1.298771700632642,4.359375,34.875,5.3125,6.564705882352941,90902,0,6,182272,364544,0.5,119808,0.32865168539325845,0.0,0,True,0.8202754557132721,0.10214352607727051,0.7181319296360016,0.06782927364110947,0.6355383694171906,0.0036075934767723083,0.020318999886512756,0.0,0.7272942364215851,0.0,0,0.023926593363285065,0.09175586700439453,executor,0.6355383694171906
oracle_gap,funnel,3,history,history,False,128,512,32,16,0.2,8,0.9,0.8425289317965508,0.6922049149870872,1.2171669307090485,0.0,0,1.298771700632642,4.5,18.0,5.3125,3.388235294117647,90902,0,6,208896,364544,0.5730337078651685,155648,0.42696629213483145,0.0,0,True,0.721426472067833,0.029221557080745697,0.6922049149870872,0.0653974860906601,0.5277576893568039,0.0032697319984436035,0.018579542636871338,0.0,0.6150044500827789,0.07720046490430832,0,0.02184927463531494,0.16444722563028336,executor,0.5277576893568039
oracle_gap,funnel,3,oracle_previous,oracle_previous,False,64,512,32,16,0.2,8,0.9,0.8425289317965508,0.7377254292368889,1.1420630202053246,0.0,0,0.3050537109375,4.40625,35.25,5.3125,6.635294117647059,90902,0,6,188416,364544,0.5168539325842697,119808,0.32865168539325845,0.0,0,True,0.7647241279482841,0.026998698711395264,0.7377254292368889,0.06602320820093155,0.5466516390442848,0.0032046139240264893,0.016975820064544678,0.0,0.6328552812337875,0.10487014800310135,0,0.020180433988571167,0.19107379019260406,executor,0.5466516390442848
oracle_gap,funnel,3,oracle_previous,oracle_previous,False,128,512,32,16,0.2,8,0.9,0.8425289317965508,0.6866793259978294,1.2269612610984795,0.0,0,0.3050537109375,4.5625,18.25,5.3125,3.4352941176470586,90902,0,6,217088,364544,0.5955056179775281,155648,0.42696629213483145,0.0,0,True,0.7056765481829643,0.018997222185134888,0.6866793259978294,0.06702003628015518,0.5219247192144394,0.003919780254364014,0.018360890448093414,0.0,0.611225426197052,0.07545389980077744,0,0.022280670702457428,0.16475460678339005,executor,0.5219247192144394
oracle_gap,funnel,3,oracle_current,oracle_current (analysis-only upper bound),True,64,512,32,16,0.2,8,0.9,0.8425289317965508,0.5643487125635147,1.4929225725871187,0.0,0,0.0,3.65625,29.25,5.3125,5.5058823529411764,90902,0,6,119808,364544,0.32865168539325845,119808,0.32865168539325845,0.0,0,True,0.583820104598999,0.019471392035484314,0.5643487125635147,0.07295180857181549,0.36864320933818817,0.0034292489290237427,0.018529996275901794,0.0,0.4635542631149292,0.10079444944858551,0,0.021959245204925537,0.19570550322532654,executor,0.36864320933818817
oracle_gap,funnel,3,oracle_current,oracle_current (analysis-only upper bound),True,128,512,32,16,0.2,8,0.9,0.8425289317965508,0.5686771497130394,1.481559320999094,0.0,0,0.0,3.90625,15.625,5.3125,2.9411764705882355,90902,0,6,155648,364544,0.42696629213483145,155648,0.42696629213483145,0.0,0,True,0.6816168278455734,0.11293967813253403,0.5686771497130394,0.06500464677810669,0.3874260410666466,0.0031636804342269897,0.019089490175247192,0.0,0.47468385845422745,0.09399329125881195,0,0.022253170609474182,0.18125110864639282,executor,0.3874260410666466
oracle_gap,funnel,4,history,history,False,64,512,32,16,0.2,8,0.9,1.001761555671692,0.7598285898566246,1.3184046626367647,0.0,0,1.2821431051706895,4.359375,34.875,5.5,6.340909090909091,89760,0,7,193024,462848,0.4170353982300885,129536,0.27986725663716816,0.0,0,True,0.7859124690294266,0.02608387917280197,0.7598285898566246,0.06682298332452774,0.5690210834145546,0.0040736570954322815,0.020169787108898163,0.0,0.6600875109434128,0.09974107891321182,0,0.024243444204330444,0.19080750644207,executor,0.5690210834145546
oracle_gap,funnel,4,history,history,False,128,512,32,16,0.2,8,0.9,1.001761555671692,0.7600768357515335,1.3179740633474117,0.0,0,1.2821431051706895,4.515625,18.0625,5.5,3.284090909090909,89760,0,7,231424,462848,0.5,175104,0.37831858407079644,0.0,0,True,0.7895074188709259,0.029430583119392395,0.7600768357515335,0.06580239534378052,0.5765566974878311,0.004619956016540527,0.018162086606025696,0.0,0.6651411354541779,0.09493570029735565,0,0.022782042622566223,0.1835201382637024,executor,0.5765566974878311
oracle_gap,funnel,4,oracle_previous,oracle_previous,False,64,512,32,16,0.2,8,0.9,1.001761555671692,0.7587051317095757,1.3203568999387705,0.0,0,0.3118896484375,4.3984375,35.1875,5.5,6.3977272727272725,89760,0,7,196608,462848,0.4247787610619469,129536,0.27986725663716816,0.0,0,True,0.6833964288234711,0.0,0.7587051317095757,0.06726127862930298,0.6453203856945038,0.003375008702278137,0.019637733697891235,0.0,0.7355944067239761,0.023110724985599518,0,0.023012742400169373,0.11338474601507187,executor,0.6453203856945038
oracle_gap,funnel,4,oracle_previous,oracle_previous,False,128,512,32,16,0.2,8,0.9,1.001761555671692,0.7559658735990524,1.3251412407050058,0.0,0,0.3118896484375,4.53125,18.125,5.5,3.2954545454545454,89760,0,7,231424,462848,0.5,175104,0.37831858407079644,0.0,0,True,0.7246110513806343,0.0,0.7559658735990524,0.06619607657194138,0.566986583173275,0.005818061530590057,0.018605798482894897,0.0,0.6576065197587013,0.0983593538403511,0,0.024423860013484955,0.18897929042577744,executor,0.566986583173275
oracle_gap,funnel,4,oracle_current,oracle_current (analysis-only upper bound),True,64,512,32,16,0.2,8,0.9,1.001761555671692,0.6133890599012375,1.6331584978593956,0.0,0,0.0,3.640625,29.125,5.5,5.295454545454546,89760,0,7,129536,462848,0.27986725663716816,129536,0.27986725663716816,0.0,0,True,0.6239358186721802,0.010546758770942688,0.6133890599012375,0.07469697296619415,0.41342098265886307,0.0037570521235466003,0.02042580395936966,0.0,0.5123008117079735,0.10108824819326401,0,0.02418285608291626,0.19996807724237442,executor,0.41342098265886307
oracle_gap,funnel,4,oracle_current,oracle_current (analysis-only upper bound),True,128,512,32,16,0.2,8,0.9,1.001761555671692,0.6707772091031075,1.4934340971589386,0.0,0,0.0,3.875,15.5,5.5,2.8181818181818183,89760,0,7,175104,462848,0.37831858407079644,175104,0.37831858407079644,0.0,0,True,0.7144955992698669,0.04371839016675949,0.6707772091031075,0.0747688040137291,0.4733322858810425,0.0044147297739982605,0.021102294325828552,0.0,0.5736181139945984,0.09715909510850906,0,0.025517024099826813,0.19744492322206497,executor,0.4733322858810425
