row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,hierarchical_logistic,1,bucketed,none,64,512,8,25,0.47211501002311707,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,26,0.4580729901790619,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,27,0.5285836011171341,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,28,0.5577724575996399,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,hierarchical_logistic,1,bucketed,none,64,512,8,29,0.511218436062336,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,0,0.5119036734104156,0.40736352652311325,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,1,0.5432188883423805,0.38836482912302017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,2,0.5349401161074638,0.3878590390086174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,3,0.520801767706871,0.3891293779015541,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,4,0.49693290144205093,0.40662024170160294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,5,0.49447230994701385,0.41337548196315765,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,6,0.49016330391168594,0.42180564999580383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,7,0.4923544302582741,0.39760561287403107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,8,0.4906269237399101,0.48711373656988144,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,9,0.5273352488875389,0.42181338369846344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,10,0.4938260242342949,0.41038526594638824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,11,0.5057489573955536,0.41837333142757416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,12,0.4992635026574135,0.3872256278991699,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,13,0.5325081273913383,0.45003116875886917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,14,0.5051958337426186,0.4790724068880081,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,15,0.4835174158215523,0.44186338037252426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,16,0.5024417489767075,0.4078756049275398,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,17,0.5058495178818703,0.3873869776725769,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,18,0.5393430516123772,0.42587316781282425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,19,0.5451693162322044,0.39313868433237076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,20,0.5938123017549515,0.3953797221183777,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,21,0.6237088367342949,0.4000464081764221,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,22,0.567835696041584,0.4031582623720169,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,23,0.4970024898648262,0.501632921397686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,24,0.5101306289434433,0.40060652792453766,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,25,0.5079832151532173,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,26,0.5260551646351814,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,27,0.5281280130147934,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,28,0.5435999557375908,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,hierarchical_logistic,1,bucketed,none,128,512,8,29,0.5192512646317482,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,0,0.4781116247177124,0.40736352652311325,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,1,0.48526687175035477,0.38836482912302017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,2,0.4990509822964668,0.3878590390086174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,3,0.4884132742881775,0.3891293779015541,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,4,0.4822654277086258,0.40662024170160294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,5,0.46627797931432724,0.41337548196315765,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,6,0.4751887768507004,0.42180564999580383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,7,0.4781665951013565,0.39760561287403107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,8,0.6449149399995804,0.48711373656988144,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,9,0.4573249816894531,0.42181338369846344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,10,0.4761876240372658,0.41038526594638824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,11,0.48431725054979324,0.41837333142757416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,12,0.4817036986351013,0.3872256278991699,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,13,0.47652826458215714,0.45003116875886917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,14,0.49482495337724686,0.4790724068880081,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,15,0.4622095748782158,0.44186338037252426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,16,0.46401798725128174,0.4078756049275398,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,17,0.4756031706929207,0.3873869776725769,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,18,0.501916266977787,0.42587316781282425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,19,0.5041493400931358,0.39313868433237076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,20,0.4751037657260895,0.3953797221183777,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,21,0.47004421055316925,0.4000464081764221,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,22,0.49174369126558304,0.4031582623720169,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,23,0.47803229093551636,0.501632921397686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,24,0.48723334074020386,0.40060652792453766,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,25,0.44578348845243454,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,26,0.5062231943011284,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,27,0.5301782488822937,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,28,0.526820071041584,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,hierarchical_logistic,1,bucketed,history,64,512,8,29,0.4861058443784714,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,0,0.5837998613715172,0.40736352652311325,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,1,0.5340840443968773,0.38836482912302017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,2,0.532031886279583,0.3878590390086174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,3,0.5296452268958092,0.3891293779015541,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,4,0.561340905725956,0.40662024170160294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,5,0.535287968814373,0.41337548196315765,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,6,0.49986959993839264,0.42180564999580383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,7,0.5153981372714043,0.39760561287403107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,8,0.5802872106432915,0.48711373656988144,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,9,0.5440224781632423,0.42181338369846344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,10,0.5067194476723671,0.41038526594638824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,11,0.5070148482918739,0.41837333142757416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,12,0.5226195678114891,0.3872256278991699,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,13,0.518222764134407,0.45003116875886917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,14,0.4876086637377739,0.4790724068880081,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,15,0.5288049057126045,0.44186338037252426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,16,0.5100459083914757,0.4078756049275398,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,17,0.5167781636118889,0.3873869776725769,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,18,0.4964572712779045,0.42587316781282425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,19,0.5159688368439674,0.39313868433237076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,20,0.5257960706949234,0.3953797221183777,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,21,0.4887254163622856,0.4000464081764221,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,22,0.5145200863480568,0.4031582623720169,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,23,0.48613251745700836,0.501632921397686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,24,0.48410556465387344,0.40060652792453766,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,25,0.48619548231363297,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,26,0.4934561625123024,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,27,0.5324206054210663,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,28,0.5234401226043701,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,hierarchical_logistic,1,bucketed,history,128,512,8,29,0.5117532834410667,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,0,0.46270861476659775,0.40736352652311325,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,1,0.48838435858488083,0.38836482912302017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,2,0.44921470433473587,0.3878590390086174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,3,0.47332558035850525,0.3891293779015541,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,4,0.4612170308828354,0.40662024170160294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,5,0.4860454872250557,0.41337548196315765,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,6,0.4542164206504822,0.42180564999580383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,7,0.45632221549749374,0.39760561287403107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,8,0.4626040533185005,0.48711373656988144,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,9,0.46442150324583054,0.42181338369846344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,10,0.49917884171009064,0.41038526594638824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,11,0.44487611949443817,0.41837333142757416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,12,0.5139088109135628,0.3872256278991699,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,13,0.48777787387371063,0.45003116875886917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,14,0.4860316589474678,0.4790724068880081,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,15,0.47470611333847046,0.44186338037252426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,16,0.5107724145054817,0.4078756049275398,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,17,0.46504535526037216,0.3873869776725769,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,18,0.5326865762472153,0.42587316781282425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,19,0.500606395304203,0.39313868433237076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,20,0.46968212723731995,0.3953797221183777,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,21,0.45963120460510254,0.4000464081764221,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,22,0.49301475286483765,0.4031582623720169,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,23,0.4703391417860985,0.501632921397686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,24,0.4830874279141426,0.40060652792453766,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,25,0.4577412009239197,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,26,0.4744870439171791,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,27,0.5357674732804298,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,28,0.4879668205976486,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,hierarchical_logistic,1,bucketed,last_depth,64,512,8,29,0.4905513674020767,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,0,0.5270843505859375,0.40736352652311325,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,1,0.517871730029583,0.38836482912302017,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,2,0.5252732709050179,0.3878590390086174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,3,0.5114269852638245,0.3891293779015541,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,4,0.5194383263587952,0.40662024170160294,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,5,0.49728789925575256,0.41337548196315765,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,6,0.49838148057460785,0.42180564999580383,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,7,0.5117075815796852,0.39760561287403107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,8,0.541171245276928,0.48711373656988144,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,9,0.5062330588698387,0.42181338369846344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,10,0.6234318315982819,0.41038526594638824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,11,0.5305876135826111,0.41837333142757416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,12,0.5162073224782944,0.3872256278991699,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,13,0.528792254626751,0.45003116875886917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,14,0.5406453460454941,0.4790724068880081,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,15,0.5228658318519592,0.44186338037252426,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,16,0.5682553201913834,0.4078756049275398,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,17,0.5198372676968575,0.3873869776725769,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,18,0.5058951899409294,0.42587316781282425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,19,0.5675032436847687,0.39313868433237076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,20,0.6098884493112564,0.3953797221183777,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,21,0.6076069921255112,0.4000464081764221,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,22,0.5726503357291222,0.4031582623720169,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,23,0.5162332952022552,0.501632921397686,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,24,0.557189591228962,0.40060652792453766,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,25,0.5974457189440727,0.4193265959620476,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,26,0.5991768091917038,0.40459513664245605,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,27,0.5932378023862839,0.40869876742362976,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,28,0.527654193341732,0.4140531197190285,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,hierarchical_logistic,1,bucketed,last_depth,128,512,8,29,0.5665779635310173,0.4110003039240837,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,0,0.4631713777780533,0.4631713777780533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,1,0.43049510568380356,0.43049510568380356,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,2,0.45720910280942917,0.45720910280942917,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,3,0.43635863065719604,0.43635863065719604,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,4,0.43611346185207367,0.43611346185207367,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,5,0.42357587814331055,0.42357587814331055,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,6,0.4299924969673157,0.4299924969673157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,7,0.4081375226378441,0.4081375226378441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,8,0.431115560233593,0.431115560233593,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,9,0.42493197321891785,0.42493197321891785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,10,0.41358090937137604,0.41358090937137604,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,11,0.4122201055288315,0.4122201055288315,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,12,0.3973095566034317,0.3973095566034317,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,13,0.4586104601621628,0.4586104601621628,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,14,0.44171543419361115,0.44171543419361115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,15,0.40741710364818573,0.40741710364818573,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,16,0.3926844745874405,0.3926844745874405,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,17,0.41859620064496994,0.41859620064496994,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,18,0.44683897495269775,0.44683897495269775,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,19,0.4129263088107109,0.4129263088107109,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,20,0.47695647925138474,0.47695647925138474,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,21,0.4245651513338089,0.4245651513338089,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,22,0.43663372844457626,0.43663372844457626,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,23,0.4665175899863243,0.4665175899863243,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,hierarchical_logistic,2,monolithic,monolithic,0,512,8,24,0.4248468428850174,0.4248468428850174,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
