row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,eight_schools_centered,1,bucketed,none,64,512,10,5,1.7896956130862236,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,6,1.993455432355404,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,7,2.12152212113142,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,8,1.9448456317186356,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,9,1.8327398896217346,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,10,1.7625966668128967,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,11,1.873833753168583,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,12,1.999815210700035,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,13,1.8117110654711723,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,14,1.8401809930801392,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,15,1.958932027220726,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,16,1.7659327909350395,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,17,1.8256997540593147,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,18,1.8606115132570267,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,19,1.8128995597362518,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,20,1.8720278069376945,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,21,1.8125869408249855,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,22,1.9460809156298637,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,23,1.9488355293869972,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,24,1.8861397877335548,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,25,1.9048177748918533,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,26,1.990534171462059,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,27,1.912374161183834,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,28,1.9608282521367073,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_centered,1,bucketed,none,64,512,10,29,1.8526376858353615,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,0,1.7133681997656822,1.9911576732993126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,1,1.6860194727778435,1.7623979225754738,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,2,1.7353307753801346,1.75458874553442,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,3,1.705572485923767,1.7672696188092232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,4,1.6806058660149574,1.8959781378507614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,5,1.679163120687008,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,6,1.7147183939814568,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,7,1.6981627717614174,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,8,1.7851593121886253,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,9,1.7157555148005486,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,10,1.7077173367142677,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,11,1.696375772356987,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,12,1.707966797053814,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,13,1.688640370965004,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,14,1.7229288667440414,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,15,1.7642229199409485,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,16,1.7174056470394135,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,17,1.729170374572277,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,18,1.7388391718268394,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,19,1.7158388271927834,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,20,1.708379589021206,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,21,1.7013288140296936,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,22,1.8115983232855797,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,23,1.707306519150734,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,24,1.7038178145885468,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,25,1.6666869074106216,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,26,1.7036654949188232,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,27,1.7300485745072365,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,28,1.6779645830392838,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_centered,1,bucketed,none,128,512,10,29,1.673098050057888,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,0,1.8611213490366936,1.9911576732993126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,1,1.8361220732331276,1.7623979225754738,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,2,1.9038717448711395,1.75458874553442,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,3,1.8170916214585304,1.7672696188092232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,4,1.8666852712631226,1.8959781378507614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,5,1.889957994222641,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,6,1.8710854575037956,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,7,1.8550908714532852,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,8,1.8750069439411163,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,9,1.8301260843873024,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,10,1.8674285784363747,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,11,2.020252376794815,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,12,2.006986543536186,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,13,1.817254289984703,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,14,1.886187769472599,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,15,1.7954480573534966,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,16,1.8303154781460762,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,17,1.887311413884163,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,18,1.8736972734332085,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,19,1.857361413538456,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,20,1.8140364438295364,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,21,1.8509105518460274,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,22,1.7418707683682442,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,23,1.8244873508810997,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,24,1.951677218079567,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,25,1.8446150496602058,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,26,1.9114090129733086,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,27,1.8443280309438705,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,28,1.8398430868983269,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_centered,1,bucketed,history,64,512,10,29,1.8802790939807892,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,0,1.7320771217346191,1.9911576732993126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,1,1.7357569709420204,1.7623979225754738,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,2,1.6897036135196686,1.75458874553442,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,3,1.6918843910098076,1.7672696188092232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,4,1.6959182620048523,1.8959781378507614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,5,1.694509357213974,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,6,1.7127224653959274,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,7,1.659449853003025,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,8,1.7068124786019325,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,9,1.7141285315155983,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,10,1.674527533352375,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,11,1.6617753207683563,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,12,1.6657958924770355,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,13,1.674023300409317,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,14,1.7526965364813805,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,15,1.6721637099981308,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,16,1.6937978193163872,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,17,1.6622619479894638,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,18,1.682563565671444,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,19,1.6716518849134445,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,20,1.6887748539447784,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,21,1.6994153559207916,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,22,1.697150506079197,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,23,1.7038297727704048,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,24,1.703533761203289,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,25,1.7078952863812447,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,26,1.734800063073635,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,27,1.7022749930620193,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,28,1.7287226766347885,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_centered,1,bucketed,history,128,512,10,29,1.7351877316832542,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,0,2.005938731133938,1.9911576732993126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,1,1.9247870668768883,1.7623979225754738,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,2,1.8746073096990585,1.75458874553442,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,3,1.8132694736123085,1.7672696188092232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,4,1.8789850696921349,1.8959781378507614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,5,1.9241331741213799,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,6,1.9374902695417404,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,7,1.8587300330400467,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,8,1.9251482486724854,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,9,1.961671143770218,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,10,1.823669694364071,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,11,1.8719215020537376,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,12,1.8881032019853592,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,13,1.893480896949768,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,14,1.9146031960844994,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,15,1.9621643498539925,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,16,2.1819116175174713,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,17,2.0153397545218468,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,18,1.8388709723949432,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,19,1.8832874298095703,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,20,1.972145102918148,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,21,2.013509377837181,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,22,1.8933023288846016,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,23,1.9863816127181053,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,24,2.0633655786514282,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,25,1.8458890095353127,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,26,1.9118271619081497,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,27,1.8672574609518051,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,28,1.8836647346615791,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_centered,1,bucketed,last_depth,64,512,10,29,1.7960663437843323,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,0,1.6863002702593803,1.9911576732993126,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,1,1.6795481070876122,1.7623979225754738,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,2,1.715936467051506,1.75458874553442,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,3,1.677752435207367,1.7672696188092232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,4,1.6949430629611015,1.8959781378507614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,5,1.7003863975405693,1.7546281293034554,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,6,1.6929827332496643,1.6967587545514107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,7,1.6969590932130814,1.750037096440792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,8,1.6856561601161957,1.763975128531456,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,9,1.7204692885279655,1.7442567646503448,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,10,1.718878112733364,1.7636078149080276,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,11,1.722284346818924,1.7222500815987587,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,12,1.8474242761731148,1.7630514279007912,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,13,1.7055034935474396,1.760160356760025,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,14,1.7066864892840385,1.7025615647435188,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,15,1.7068897485733032,1.7243129089474678,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,16,1.6911920607089996,1.751609280705452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,17,1.6863440796732903,1.67868173122406,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,18,1.7435236498713493,1.7653947547078133,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,19,1.755753941833973,1.7752532362937927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,20,1.669846698641777,1.7096364051103592,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,21,1.677012912929058,1.728617936372757,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,22,1.6781602799892426,1.7567904144525528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,23,1.6781326830387115,1.699177548289299,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,24,1.6802872121334076,1.7110887095332146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,25,1.6649200767278671,1.697606585919857,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,26,1.7042813003063202,1.6605472937226295,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,27,1.6751598715782166,1.669772133231163,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,28,1.6843294948339462,1.7085346803069115,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_centered,1,bucketed,last_depth,128,512,10,29,1.6702982112765312,1.7348897904157639,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,0,1.7855882793664932,1.7855882793664932,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,1,1.7466349229216576,1.7466349229216576,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,2,1.773450218141079,1.773450218141079,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,3,1.8179594054818153,1.8179594054818153,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,4,1.880029171705246,1.880029171705246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,5,1.8707959800958633,1.8707959800958633,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,6,1.910453736782074,1.910453736782074,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,7,1.8488870412111282,1.8488870412111282,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_centered,2,monolithic,monolithic,0,512,10,8,1.88187924772501,1.88187924772501,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
