row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,funnel,1,bucketed,none,64,512,4,19,1.4705133885145187,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,20,1.513829231262207,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,21,1.6305269598960876,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,22,1.5151101127266884,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,23,1.3047612681984901,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,24,1.3084622770547867,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,25,1.3622790351510048,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,26,1.530559778213501,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,27,1.4582365900278091,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,28,1.4397697299718857,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,funnel,1,bucketed,none,64,512,4,29,1.260252334177494,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,0,1.515639789402485,1.0656271427869797,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,1,1.4598673731088638,1.201086401939392,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,2,1.3298174664378166,1.1409782990813255,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,3,1.496023289859295,1.0571879968047142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,4,1.4411176890134811,0.9746675863862038,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,5,1.4251795783638954,0.9794121161103249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,6,1.4121314212679863,0.9899927303195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,7,1.4329236969351768,0.9914990961551666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,8,1.5549577549099922,0.9626258090138435,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,9,1.3554630279541016,1.0592630729079247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,10,1.4522668421268463,1.0812838152050972,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,11,1.5219133123755455,0.9266056716442108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,12,1.4808908477425575,1.2074846476316452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,13,1.560679353773594,1.0855630710721016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,14,1.2447724640369415,1.0243396908044815,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,15,1.5414379239082336,1.0144885256886482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,16,1.588874876499176,1.0624813586473465,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,17,1.4384721741080284,1.004240743815899,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,18,1.4640073031187057,0.8809849843382835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,19,1.6679127141833305,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,20,1.5534406527876854,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,21,1.5740277022123337,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,22,1.6448521986603737,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,23,1.7102704420685768,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,24,1.522313453257084,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,25,1.5167271941900253,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,26,1.531092792749405,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,27,1.5447045266628265,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,28,1.6304949298501015,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,funnel,1,bucketed,none,128,512,4,29,1.541487768292427,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,0,1.2155606150627136,1.0656271427869797,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,1,1.2562206238508224,1.201086401939392,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,2,1.0588613152503967,1.1409782990813255,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,3,1.1761819049715996,1.0571879968047142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,4,1.276090607047081,0.9746675863862038,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,5,1.1571833491325378,0.9794121161103249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,6,1.2306771948933601,0.9899927303195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,7,1.2809281423687935,0.9914990961551666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,8,1.1258735358715057,0.9626258090138435,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,9,1.2696074321866035,1.0592630729079247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,10,1.1184004470705986,1.0812838152050972,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,11,1.121845044195652,0.9266056716442108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,12,1.1335657611489296,1.2074846476316452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,13,1.0964968875050545,1.0855630710721016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,14,1.3568805158138275,1.0243396908044815,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,15,1.1095054000616074,1.0144885256886482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,16,1.099172405898571,1.0624813586473465,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,17,1.1723861172795296,1.004240743815899,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,18,1.0478076711297035,0.8809849843382835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,19,1.2318359687924385,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,20,1.2885646224021912,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,21,1.2288385927677155,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,22,1.358000136911869,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,23,1.2334856167435646,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,24,1.208203412592411,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,25,1.2540383413434029,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,26,1.2448756471276283,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,27,1.2687915712594986,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,28,1.3394274041056633,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,funnel,1,bucketed,history,64,512,4,29,1.282545417547226,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,0,1.186926782131195,1.0656271427869797,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,1,1.090262994170189,1.201086401939392,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,2,1.0523757562041283,1.1409782990813255,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,3,0.952444851398468,1.0571879968047142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,4,1.04960335791111,0.9746675863862038,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,5,1.0916583761572838,0.9794121161103249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,6,1.1426846086978912,0.9899927303195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,7,0.9908521547913551,0.9914990961551666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,8,0.9888226240873337,0.9626258090138435,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,9,1.0967689007520676,1.0592630729079247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,10,1.070434808731079,1.0812838152050972,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,11,1.0047652795910835,0.9266056716442108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,12,1.069379337131977,1.2074846476316452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,13,1.1220510303974152,1.0855630710721016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,14,1.1045609265565872,1.0243396908044815,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,15,1.1108422726392746,1.0144885256886482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,16,1.121981866657734,1.0624813586473465,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,17,1.1798680648207664,1.004240743815899,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,18,0.9197467863559723,0.8809849843382835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,19,1.1595871448516846,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,20,1.0429313853383064,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,21,1.1653165146708488,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,22,1.0285788178443909,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,23,1.1772731095552444,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,24,1.0240559503436089,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,25,1.0602264627814293,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,26,1.0331181660294533,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,27,1.042116828262806,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,28,0.9729722440242767,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,funnel,1,bucketed,history,128,512,4,29,0.990143321454525,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,0,1.2459920570254326,1.0656271427869797,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,1,1.3168079778552055,1.201086401939392,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,2,1.2879148572683334,1.1409782990813255,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,3,1.4345469325780869,1.0571879968047142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,4,1.1688659936189651,0.9746675863862038,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,5,1.366812877357006,0.9794121161103249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,6,1.1299465671181679,0.9899927303195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,7,1.3763612136244774,0.9914990961551666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,8,1.341117963194847,0.9626258090138435,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,9,1.3773798123002052,1.0592630729079247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,10,1.2417187094688416,1.0812838152050972,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,11,1.305090792477131,0.9266056716442108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,12,1.403572179377079,1.2074846476316452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,13,1.3459742292761803,1.0855630710721016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,14,1.363033227622509,1.0243396908044815,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,15,1.2133598551154137,1.0144885256886482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,16,1.240775689482689,1.0624813586473465,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,17,1.3056551665067673,1.004240743815899,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,18,1.413671888411045,0.8809849843382835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,19,1.2620549201965332,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,20,1.2550820782780647,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,21,1.4014909118413925,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,22,1.3146033734083176,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,23,1.2211820483207703,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,24,1.1204693615436554,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,25,1.2258983477950096,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,26,1.359750971198082,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,27,1.3332184478640556,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,28,1.2786275744438171,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,funnel,1,bucketed,last_depth,64,512,4,29,1.1590098217129707,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,0,1.341319628059864,1.0656271427869797,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,1,1.255136415362358,1.201086401939392,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,2,1.432698018848896,1.1409782990813255,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,3,1.3181779608130455,1.0571879968047142,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,4,1.265633836388588,0.9746675863862038,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,5,1.2421947568655014,0.9794121161103249,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,6,1.3123759627342224,0.9899927303195,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,7,1.131865255534649,0.9914990961551666,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,8,1.250151365995407,0.9626258090138435,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,9,1.3311614841222763,1.0592630729079247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,10,0.9919841960072517,1.0812838152050972,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,11,1.3612814843654633,0.9266056716442108,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,12,1.2929612770676613,1.2074846476316452,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,13,1.1734736859798431,1.0855630710721016,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,14,1.2826323434710503,1.0243396908044815,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,15,1.4839906468987465,1.0144885256886482,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,16,1.3076988384127617,1.0624813586473465,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,17,1.396009422838688,1.004240743815899,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,18,1.3028400763869286,0.8809849843382835,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,19,1.3662055060267448,1.029354251921177,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,20,1.3282745629549026,0.8905554041266441,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,21,1.2037870585918427,0.9540745839476585,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,22,1.2419302314519882,0.9816256910562515,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,23,1.164727620780468,1.1230043321847916,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,24,1.1852456256747246,1.0921351239085197,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,25,1.221330463886261,1.010975830256939,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,26,1.254218652844429,1.0162474513053894,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,27,1.1245708391070366,1.1803833544254303,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,28,1.3953429907560349,0.9850861877202988,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,funnel,1,bucketed,last_depth,128,512,4,29,1.2604033425450325,1.0056894570589066,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,0,1.1958132684230804,1.1958132684230804,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,1,1.1214513778686523,1.1214513778686523,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,2,1.2366747483611107,1.2366747483611107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,3,1.1748826056718826,1.1748826056718826,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,4,1.1148463487625122,1.1148463487625122,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,5,1.168317161500454,1.168317161500454,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,6,1.040625773370266,1.040625773370266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,7,1.0367091670632362,1.0367091670632362,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,8,1.106532245874405,1.106532245874405,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,9,1.06655403226614,1.06655403226614,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,10,1.1238208189606667,1.1238208189606667,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,11,1.0844017937779427,1.0844017937779427,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,12,1.089834101498127,1.089834101498127,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,13,1.0182467326521873,1.0182467326521873,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,14,1.1876633241772652,1.1876633241772652,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,15,1.129708081483841,1.129708081483841,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,16,1.0338868126273155,1.0338868126273155,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,17,1.10078564286232,1.10078564286232,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,18,1.1055641397833824,1.1055641397833824,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,19,1.1249340772628784,1.1249340772628784,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,20,1.132531799376011,1.132531799376011,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,21,1.1424236968159676,1.1424236968159676,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,22,1.1205184236168861,1.1205184236168861,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,23,1.1421534940600395,1.1421534940600395,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,24,1.135417826473713,1.135417826473713,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,25,1.2122690081596375,1.2122690081596375,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,26,1.1199720576405525,1.1199720576405525,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,27,1.132400006055832,1.132400006055832,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,28,1.165624126791954,1.165624126791954,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,funnel,2,monolithic,monolithic,0,512,4,29,1.0458469316363335,1.0458469316363335,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,funnel,2,bucketed,none,64,512,4,0,1.7120942026376724,1.1958132684230804,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,funnel,2,bucketed,none,64,512,4,1,1.9994580373167992,1.1214513778686523,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,funnel,2,bucketed,none,64,512,4,2,2.005749873816967,1.2366747483611107,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,funnel,2,bucketed,none,64,512,4,3,2.168936014175415,1.1748826056718826,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
15,funnel,2,bucketed,none,64,512,4,4,2.0889390036463737,1.1148463487625122,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
