row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
3,funnel,0,bucketed,last_depth,64,128,4,25,0.5155953243374825,0.4359043389558792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,funnel,0,bucketed,last_depth,64,128,4,26,0.4611841142177582,0.40164392441511154,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,funnel,0,bucketed,last_depth,64,128,4,27,0.5011317357420921,0.408945195376873,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,funnel,0,bucketed,last_depth,64,128,4,28,0.4992801919579506,0.396708182990551,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
3,funnel,0,bucketed,last_depth,64,128,4,29,0.44010355323553085,0.4093683660030365,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,0,0.5224027261137962,3.8272049874067307,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,1,0.47893141210079193,0.41989999264478683,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,2,0.4933100491762161,0.4161922112107277,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,3,0.4505995884537697,0.4243306741118431,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,4,0.48920153826475143,0.4902585968375206,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,5,0.5246981680393219,0.4458199292421341,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,6,0.5769096463918686,0.4322126805782318,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,7,0.5572788491845131,0.4669584110379219,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,8,0.5738303363323212,0.4399724677205086,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,9,0.55296491086483,0.4015827924013138,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,10,0.5442689880728722,0.40583763271570206,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,11,0.5059440732002258,0.4465572312474251,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,12,0.5673728808760643,0.41323989629745483,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,13,0.5814312323927879,0.37846144288778305,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,14,0.5366724729537964,0.3547256290912628,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,15,0.5331382229924202,0.36726294457912445,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,16,0.5168196707963943,0.3849094286561012,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,17,0.4353739991784096,0.3881619721651077,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,18,0.4814637526869774,0.3919840678572655,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,19,0.44653089344501495,0.4384659230709076,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,20,0.4887387081980705,0.41566649824380875,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,21,0.43729646503925323,0.3698255270719528,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,22,0.45918378978967667,0.4288349971175194,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,23,0.4523165374994278,0.3962514251470566,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,24,0.4840434640645981,0.3916432783007622,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,25,0.5113632827997208,0.4359043389558792,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,26,0.5340930745005608,0.40164392441511154,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,27,0.48822735249996185,0.408945195376873,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,28,0.543374203145504,0.396708182990551,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,funnel,0,bucketed,last_depth,128,128,4,29,0.5331554040312767,0.4093683660030365,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,0,0.4413842484354973,0.4413842484354973,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,1,0.4195825606584549,0.4195825606584549,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,2,0.42048612982034683,0.42048612982034683,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,3,0.37986578792333603,0.37986578792333603,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,4,0.42153624445199966,0.42153624445199966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,5,0.4822574555873871,0.4822574555873871,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,6,0.43351960927248,0.43351960927248,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,7,0.4685361608862877,0.4685361608862877,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,8,0.44139494746923447,0.44139494746923447,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,9,0.4111144319176674,0.4111144319176674,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,10,0.3943505734205246,0.3943505734205246,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,11,0.43762315809726715,0.43762315809726715,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,12,0.44406359642744064,0.44406359642744064,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,13,0.40129435807466507,0.40129435807466507,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,14,0.4622840881347656,0.4622840881347656,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,15,0.5622604712843895,0.5622604712843895,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,16,0.48680395632982254,0.48680395632982254,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,17,0.4081043526530266,0.4081043526530266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,18,0.41370493173599243,0.41370493173599243,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,19,0.439172625541687,0.439172625541687,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,20,0.47403301298618317,0.47403301298618317,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,21,0.4379572942852974,0.4379572942852974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,22,0.44789978116750717,0.44789978116750717,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,23,0.4786277189850807,0.4786277189850807,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,24,0.40877941995859146,0.40877941995859146,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,25,0.41690555959939957,0.41690555959939957,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,26,0.4340524673461914,0.4340524673461914,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,27,0.47211674600839615,0.47211674600839615,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,funnel,1,monolithic,monolithic,0,128,4,28,0.4227541759610176,0.4227541759610176,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
