row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
4,gaussian_process,0,bucketed,history,128,512,3,1,4.353426903486252,3.950060196220875,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,2,4.32616813480854,4.106549061834812,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,3,4.305650249123573,4.01216334849596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,4,4.018700495362282,3.8613481521606445,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,5,3.8084533885121346,3.6853192299604416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,6,3.9294866248965263,3.6543256118893623,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,7,3.9982312843203545,4.108213551342487,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,8,4.162570491433144,3.8613855987787247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,9,4.38888742774725,3.6958292424678802,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,10,4.242703326046467,3.6788294464349747,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,11,4.379884302616119,3.534210555255413,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,12,4.03684689104557,3.5214492976665497,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,13,4.189625859260559,3.6095536947250366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,14,4.346107326447964,3.758891277015209,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,15,4.3732504323124886,3.66851694136858,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,16,4.18597698956728,3.9392407312989235,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,17,4.427862241864204,4.38070971518755,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,18,4.687478639185429,4.169888757169247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,19,4.655410118401051,4.037783786654472,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,20,4.652332790195942,3.9307724311947823,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,21,4.1685551553964615,3.9523887783288956,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,22,4.280392475426197,4.098079152405262,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,23,4.2267050966620445,3.6900958865880966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,24,4.258195340633392,3.934819996356964,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,25,3.7139901518821716,3.9256811290979385,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,26,3.8933818861842155,3.948438249528408,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,27,3.8381878435611725,3.7990537136793137,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,28,3.6134059950709343,3.8709884732961655,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
4,gaussian_process,0,bucketed,history,128,512,3,29,4.808370046317577,3.812593623995781,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,0,4.231853552162647,3.934896059334278,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,1,4.107618257403374,3.950060196220875,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,2,4.453213214874268,4.106549061834812,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,3,4.056562073528767,4.01216334849596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,4,3.9377340525388718,3.8613481521606445,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,5,3.969401963055134,3.6853192299604416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,6,3.871065355837345,3.6543256118893623,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,7,4.066616982221603,4.108213551342487,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,8,4.080140955746174,3.8613855987787247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,9,3.969893254339695,3.6958292424678802,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,10,3.9782306253910065,3.6788294464349747,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,11,4.213687591254711,3.534210555255413,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,12,4.380168445408344,3.5214492976665497,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,13,4.286185793578625,3.6095536947250366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,14,3.9996969625353813,3.758891277015209,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,15,3.919063538312912,3.66851694136858,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,16,4.129146672785282,3.9392407312989235,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,17,4.166454531252384,4.38070971518755,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,18,3.93772491812706,4.169888757169247,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,19,3.9606330767273903,4.037783786654472,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,20,4.384741611778736,3.9307724311947823,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,21,4.841513387858868,3.9523887783288956,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,22,4.506834141910076,4.098079152405262,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,23,4.002568781375885,3.6900958865880966,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,24,4.775966495275497,3.934819996356964,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,25,4.565429329872131,3.9256811290979385,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,26,4.284602776169777,3.948438249528408,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,27,4.2483410984277725,3.7990537136793137,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,28,4.023894272744656,3.8709884732961655,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
5,gaussian_process,0,bucketed,last_depth,64,512,3,29,4.470319606363773,3.812593623995781,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,0,4.132623389363289,3.934896059334278,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,1,4.538974367082119,3.950060196220875,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,2,4.214390218257904,4.106549061834812,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,3,4.488113597035408,4.01216334849596,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,4,4.688149273395538,3.8613481521606445,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,5,4.715711914002895,3.6853192299604416,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,6,4.261787883937359,3.6543256118893623,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
6,gaussian_process,0,bucketed,last_depth,128,512,3,7,4.017446778714657,4.108213551342487,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
