step,chain,dim_0,dim_1,dim_2
1,0,0.046951379626989365,-1.0890671014785767,-2.5390377044677734
1,1,0.011115106754004955,-1.0803126096725464,-2.5278923511505127
1,2,0.005375894717872143,-1.074755072593689,-2.56499981880188
1,3,0.00581663241609931,-1.0200246572494507,-2.545138120651245
