model,parameterization,seed,predictor,bucket_size,num_chains,dimension,num_steps,step_size,max_tree_depth,predictor_beta,t_mono,t_bucket,speedup,mono_total_leapfrog_count,mono_divergence_count,mono_max_realized_tree_depth,bucket_total_leapfrog_count,bucket_divergence_count,bucket_max_realized_tree_depth,bucket_num_buckets,bucket_padding_count,bucket_padding_ratio,bucket_hvp_overhead_seconds,bucket_hvp_call_count
eight_schools_centered,centered,0,history,2,4,10,1,0.02,2,0.9,4.722015552222729,5.722443573176861,0.8251746813820068,6,0,2,6,0,2,2,0,0.0,0.0,0
eight_schools_centered,centered,0,history,4,4,10,1,0.02,2,0.9,4.722015552222729,1.046180136501789,4.513577908305711,6,0,2,6,0,2,1,0,0.0,0.0,0
