row_number,model,seed,method,predictor,bucket_size,num_chains,dimension,repeat,method_seconds,monolithic_seconds_same_index,pairing_note
8,eight_schools_noncentered,1,bucketed,none,64,512,10,6,0.5004666373133659,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,7,0.4457142651081085,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,8,0.44967926293611526,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,9,0.45458028465509415,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,10,0.4875848591327667,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,11,0.4818665459752083,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,12,0.5084400251507759,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,13,0.4887264221906662,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,14,0.5859138295054436,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,15,0.5386787205934525,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,16,0.6186443045735359,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,17,0.5472616329789162,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,18,0.545169785618782,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,19,0.5115192532539368,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,20,0.5032039284706116,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,21,0.5415329709649086,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,22,0.532088115811348,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,23,0.469634011387825,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,24,0.5511960759758949,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,25,0.5472573861479759,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,26,0.5075665935873985,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,27,0.5093657076358795,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,28,0.533661812543869,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
8,eight_schools_noncentered,1,bucketed,none,64,512,10,29,0.504656009376049,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,0,0.49771878123283386,0.44907447695732117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,1,0.468998022377491,0.4292590767145157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,2,0.4310992658138275,0.4201904460787773,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,3,0.47838714718818665,0.40910515934228897,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,4,0.435313455760479,0.3584573045372963,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,5,0.4091412276029587,0.43471845239400864,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,6,0.4553402438759804,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,7,0.510716937482357,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,8,0.49613549560308456,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,9,0.4850628972053528,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,10,0.5127817392349243,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,11,0.4587702602148056,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,12,0.5011144652962685,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,13,0.41466013342142105,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,14,0.48059074580669403,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,15,0.45306894183158875,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,16,0.4919782429933548,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,17,0.46702534705400467,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,18,0.43417301774024963,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,19,0.44102976471185684,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,20,0.4633846580982208,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,21,0.43731486052274704,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,22,0.4457225799560547,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,23,0.4809519574046135,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,24,0.5263966396450996,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,25,0.47209108620882034,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,26,0.4556046724319458,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,27,0.5109732896089554,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,28,0.45976757258176804,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
9,eight_schools_noncentered,1,bucketed,none,128,512,10,29,0.5299180224537849,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,0,0.5113862752914429,0.44907447695732117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,1,0.4982920140028,0.4292590767145157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,2,0.4821956232190132,0.4201904460787773,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,3,0.5340583845973015,0.40910515934228897,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,4,0.5066013038158417,0.3584573045372963,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,5,0.5495700165629387,0.43471845239400864,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,6,0.5283339768648148,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,7,0.45399896800518036,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,8,0.5160705521702766,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,9,0.442123107612133,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,10,0.43794985860586166,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,11,0.5099766179919243,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,12,0.5270132496953011,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,13,0.5149661898612976,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,14,0.448316253721714,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,15,0.5064962059259415,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,16,0.46339016407728195,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,17,0.48901811987161636,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,18,0.5103367194533348,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,19,0.4807131662964821,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,20,0.5336622893810272,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,21,0.4778381660580635,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,22,0.46742694824934006,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,23,0.48198968917131424,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,24,0.5807121843099594,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,25,0.5146050676703453,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,26,0.605571836233139,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,27,0.5335763394832611,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,28,0.5522693172097206,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
10,eight_schools_noncentered,1,bucketed,history,64,512,10,29,0.44896968454122543,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,0,0.4528786763548851,0.44907447695732117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,1,0.46837081760168076,0.4292590767145157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,2,0.49042338132858276,0.4201904460787773,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,3,0.42709100991487503,0.40910515934228897,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,4,0.48301954567432404,0.3584573045372963,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,5,0.4529498964548111,0.43471845239400864,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,6,0.47420018166303635,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,7,0.4531533941626549,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,8,0.4472704753279686,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,9,0.48746758699417114,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,10,0.4793621599674225,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,11,0.4903348684310913,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,12,0.4788890480995178,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,13,0.48909561336040497,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,14,0.43867506831884384,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,15,0.47261229157447815,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,16,0.495478019118309,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,17,0.4708847925066948,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,18,0.7106830477714539,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,19,0.7950172200798988,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,20,0.6483689248561859,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,21,0.6046950444579124,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,22,0.5465913638472557,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,23,0.48066698014736176,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,24,0.6957361325621605,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,25,0.6122038438916206,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,26,0.6200997456908226,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,27,0.6727862283587456,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,28,0.7470404803752899,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
11,eight_schools_noncentered,1,bucketed,history,128,512,10,29,0.6769938990473747,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,0,0.7919534295797348,0.44907447695732117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,1,0.6968381926417351,0.4292590767145157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,2,0.6482019424438477,0.4201904460787773,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,3,0.6038463488221169,0.40910515934228897,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,4,0.6618709042668343,0.3584573045372963,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,5,0.6275287717580795,0.43471845239400864,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,6,0.7248043864965439,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,7,0.692264549434185,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,8,0.5438975393772125,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,9,0.5286253541707993,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,10,0.44271014630794525,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,11,0.4684836268424988,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,12,0.5192839577794075,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,13,0.5627491399645805,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,14,0.4999489113688469,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,15,0.4881483241915703,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,16,0.5863020271062851,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,17,0.5366061925888062,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,18,0.5278679430484772,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,19,0.48116590082645416,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,20,0.5677041858434677,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,21,0.4376429319381714,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,22,0.5427257493138313,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,23,0.46692413836717606,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,24,0.5241243094205856,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,25,0.513015903532505,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,26,0.5471197366714478,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,27,0.5002744495868683,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,28,0.6064515933394432,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
12,eight_schools_noncentered,1,bucketed,last_depth,64,512,10,29,0.5040874555706978,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,0,0.5321586281061172,0.44907447695732117,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,1,0.4930645227432251,0.4292590767145157,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,2,0.5650807693600655,0.4201904460787773,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,3,0.44122108072042465,0.40910515934228897,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,4,0.4920569062232971,0.3584573045372963,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,5,0.44402171671390533,0.43471845239400864,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,6,0.47274260222911835,0.3715064153075218,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,7,0.4593047946691513,0.42115824669599533,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,8,0.43858802318573,0.396137572824955,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,9,0.42826279252767563,0.4630563259124756,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,10,0.45501890033483505,0.46211882680654526,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,11,0.43546874821186066,0.4338013827800751,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,12,0.4423682689666748,0.34590931236743927,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,13,0.48764459788799286,0.36348559707403183,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,14,0.4919184595346451,0.4176725000143051,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,15,0.48257339745759964,0.37560441344976425,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,16,0.5192475840449333,0.41518812626600266,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,17,0.4942513406276703,0.41663750261068344,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,18,0.454231821000576,0.40126658231019974,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,19,0.4469744861125946,0.43277308344841003,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,20,0.4253539443016052,0.4757581651210785,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,21,0.4484713673591614,0.42160864174366,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,22,0.4686835780739784,0.3910195827484131,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,23,0.47541751712560654,0.4284272789955139,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,24,0.49710316956043243,0.45224883407354355,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,25,0.47042274475097656,0.45144617557525635,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,26,0.450032077729702,0.3726360499858856,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,27,0.5213756710290909,0.41024070978164673,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,28,0.4858391508460045,0.4741877615451813,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
13,eight_schools_noncentered,1,bucketed,last_depth,128,512,10,29,0.47076670825481415,0.4383915513753891,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_noncentered,2,monolithic,monolithic,0,512,10,0,0.4556725546717644,0.4556725546717644,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_noncentered,2,monolithic,monolithic,0,512,10,1,0.378367617726326,0.378367617726326,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_noncentered,2,monolithic,monolithic,0,512,10,2,0.4416097402572632,0.4416097402572632,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
14,eight_schools_noncentered,2,monolithic,monolithic,0,512,10,3,0.40714190155267715,0.40714190155267715,repeat indices align samples but methods were timed sequentially; use independent-resample intervals
