benchmark,model,model_family,parameterization,seed,method,predictor,bucket_size,num_chains,dimension,num_steps,step_size,max_tree_depth,predictor_beta,baseline_type,time_seconds,speedup_vs_monolithic,speedup,speedup_unprofiled_vs_monolithic,speedup_profiled_vs_monolithic,t_mono,t_bucket,mono_total_leapfrog_count,mono_divergence_count,mono_max_realized_tree_depth,method_total_leapfrog_count,method_divergence_count,method_max_realized_tree_depth,bucket_total_leapfrog_count,bucket_divergence_count,bucket_max_realized_tree_depth,bucket_num_buckets,bucket_padding_count,bucket_padding_ratio,timing_unprofiled_warm_iteration_seconds,timing_profiled_warm_iteration_seconds,timing_ready_tree_block_seconds,timing_component_jit_measurement_overhead_seconds,timing_component_jit_measurement_overhead_ratio,timing_repeated_planning_seconds,timing_small_cpu_fixed_overhead_seconds,diagnostic_primary_overhead,diagnostic_conclusion,equivalence_passed,positions_allclose,float_metrics_within_tolerance,discrete_metrics_exact,final_rng_keys_equal,max_position_delta,metric_max_abs_delta,realized_depth_std,realized_depth_range,timing_breakdown_enabled,timing_cold_run_seconds,timing_cold_compile_seconds,timing_warm_iteration_seconds,timing_planner_seconds,timing_executor_seconds,timing_gather_seconds,timing_scatter_seconds,timing_hvp_seconds,timing_total_profiled_seconds,timing_unattributed_seconds,timing_profiler_marker_count,homogeneous_control_type
homogeneous_negative_control,funnel,negative_control,,0,monolithic,monolithic,0,256,128,8,0.03,5,0.9,nuts_reference,0.25404464453458786,1.0,1.0,1.0,1.0,0.25404464453458786,0.25404464453458786,5881,0,5,5881,0,5,5881,0,5,,0,0.0,0.25404464453458786,0.25404464453458786,4.0061771869659424e-05,0.0,0.0,0.0,0.0,none,monolithic reference row,True,True,True,True,True,0.0,0.0,1.0518697893327564,4,True,18.759068243205547,18.50502359867096,0.25404464453458786,0.0,0.25404464453458786,0.0,0.0,0.0,0.25404464453458786,0.0,0,
homogeneous_negative_control,funnel,negative_control,,0,bucketed,none,256,256,128,8,0.03,5,0.9,bucketed_nuts_homogeneous_negative_control,0.31393374502658844,0.8092301275642467,0.8092301275642467,0.8092301275642467,0.8277812360414634,0.25404464453458786,0.31393374502658844,5881,0,5,5881,0,5,5881,0,5,1,0,0.0,0.31393374502658844,0.3068982884287834,0.00017774105072021484,0.0,0.0,0.035335831344127655,0.09517543017864227,executor,production no-padding one-bucket slowdown is bounded; profiled unattributed time is reported as small-CPU fixed overhead from repeated planning plus component timing/blocking and is separated from the executor component,True,True,True,True,True,0.0,0.0,1.0518697893327564,4,True,18.234921149909496,17.928022861480713,0.3068982884287834,0.035335831344127655,0.20359715074300766,0.001560017466545105,0.006565690040588379,0.0,0.2470586895942688,0.05983959883451462,0,single_bucket_no_padding_uniform_prediction
