step,chain,dim_0,dim_1,dim_2
1,0,0.046951379626989365,-1.0890671014785767,-2.5390377044677734
1,1,0.011344796977937222,-1.0744690895080566,-2.540503978729248
1,2,0.005375894717872143,-1.074755072593689,-2.56499981880188
1,3,-7.128405559342355e-05,-1.0137876272201538,-2.5477044582366943
