model,model_family,parameterization,seed,method,baseline_type,predictor,bucket_size,num_chains,dimension,num_groups,observations_per_group,num_observations,num_features,time_length,kernel,input_dimension,data_seed,jitter,num_steps,step_size,max_tree_depth,hmc_num_leapfrog_steps,independent_baseline_kind,predictor_beta,time_seconds,speedup_vs_monolithic,t_mono,t_bucket,speedup,mono_total_leapfrog_count,mono_divergence_count,mono_max_realized_tree_depth,method_total_leapfrog_count,method_divergence_count,method_max_realized_tree_depth,bucket_total_leapfrog_count,bucket_divergence_count,bucket_max_realized_tree_depth,bucket_num_buckets,bucket_padding_count,bucket_padding_ratio,bucket_hvp_overhead_seconds,bucket_hvp_call_count,timing_breakdown_enabled,timing_cold_run_seconds,timing_cold_compile_seconds,timing_warm_iteration_seconds,timing_planner_seconds,timing_executor_seconds,timing_gather_seconds,timing_scatter_seconds,timing_hvp_seconds,timing_total_profiled_seconds,timing_unattributed_seconds,timing_profiler_marker_count
funnel,,,0,monolithic,nuts_reference,monolithic,0,128,128,,,,,,,,,,8,0.03,5,,,0.9,0.16864193975925446,1.0,0.16864193975925446,0.16864193975925446,1.0,3056,0,5,3056,0,5,3056,0,5,,0,0.0,0.0,0,True,19.345912128686905,19.17727018892765,0.16864193975925446,0.0,0.16864193975925446,0.0,0.0,0.0,0.16864193975925446,0.0,0
funnel,,,0,bucketed,bucketed_nuts,none,128,128,128,,,,,,,,,,8,0.03,5,,,0.9,0.23427579551935196,0.719843632951506,0.16864193975925446,0.23427579551935196,0.719843632951506,3056,0,5,3056,0,5,3056,0,5,1,0,0.0,0.0,0,True,20.086292266845703,19.85201647132635,0.23427579551935196,0.04079495370388031,0.11594155430793762,0.0015711262822151184,0.0052718594670295715,0.0,0.16357949376106262,0.07069630175828934,0
funnel,,,0,bucketed,bucketed_nuts,none,512,128,128,,,,,,,,,,8,0.03,5,,,0.9,0.4801763966679573,0.35120830788330193,0.16864193975925446,0.4801763966679573,0.35120830788330193,3056,0,5,3056,0,5,3056,0,5,1,384,0.75,0.0,0,True,19.872075781226158,19.3918993845582,0.4801763966679573,0.046052850782871246,0.35525883734226227,0.0022892653942108154,0.009875759482383728,0.0,0.41347671300172806,0.06669968366622925,0
funnel,,,0,bucketed,bucketed_nuts,history,128,128,128,,,,,,,,,,8,0.03,5,,,0.9,0.23735561966896057,0.7105032524380887,0.16864193975925446,0.23735561966896057,0.7105032524380887,3056,0,5,3056,0,5,3056,0,5,1,0,0.0,0.0,0,True,0.2339075282216072,0.0,0.23735561966896057,0.03285719454288483,0.1277528777718544,0.0032994449138641357,0.005446784198284149,0.0,0.1693563014268875,0.06799931824207306,0
funnel,,,0,bucketed,bucketed_nuts,history,512,128,128,,,,,,,,,,8,0.03,5,,,0.9,0.4279363229870796,0.39408185447334915,0.16864193975925446,0.4279363229870796,0.39408185447334915,3056,0,5,3056,0,5,3056,0,5,1,384,0.75,0.0,0,True,0.4727298840880394,0.04479356110095978,0.4279363229870796,0.030066058039665222,0.32422100752592087,0.0018591582775115967,0.008522555232048035,0.0,0.3646687790751457,0.0632675439119339,0
